고객ID,기준일자,주차,카드구분,사용금액,사용건수
C100001,2026-07-03,12,체크카드,2510512,50
C100002,2026-07-03,12,신용카드,510541,10
C100003,2026-07-03,12,체크카드,0,0
C100004,2026-07-03,12,체크카드,0,0
C100005,2026-07-03,12,체크카드,3538348,71
C100006,2026-07-03,12,신용카드,0,0
C100007,2026-07-03,12,체크카드,3405839,68
C100008,2026-07-03,12,체크카드,29000000,8
C100009,2026-07-03,12,체크카드,664377,13
C100010,2026-07-03,12,신용카드,650652,13
C100011,2026-07-03,12,신용카드,3663547,73
C100012,2026-07-03,12,체크카드,2562115,51
C100013,2026-07-03,12,신용카드,524992,10
C100014,2026-07-03,12,신용카드,0,0
C100015,2026-07-03,12,체크카드,2071079,41
C100016,2026-07-03,12,체크카드,280207,6
C100017,2026-07-03,12,체크카드,1043891,21
C100018,2026-07-03,12,신용카드,830366,17
C100019,2026-07-03,12,체크카드,2303730,46
C100020,2026-07-03,12,체크카드,2827745,57
C100021,2026-07-03,12,체크카드,1166729,23
C100022,2026-07-03,12,신용카드,3526285,71
C100023,2026-07-03,12,체크카드,0,0
C100024,2026-07-03,12,신용카드,1396546,28
C100025,2026-07-03,12,체크카드,2648740,53
C100026,2026-07-03,12,신용카드,846903,17
C100027,2026-07-03,12,신용카드,1159987,23
C100028,2026-07-03,12,신용카드,930007,19
C100029,2026-07-03,12,체크카드,1621258,32
C100030,2026-07-03,12,체크카드,0,0
C100031,2026-07-03,12,신용카드,2789827,56
C100032,2026-07-03,12,체크카드,2119989,42
C100033,2026-07-03,12,체크카드,40000000,0
C100034,2026-07-03,12,체크카드,2837936,57
C100035,2026-07-03,12,체크카드,2884094,58
C100036,2026-07-03,12,신용카드,2531391,51
C100037,2026-07-03,12,체크카드,1095850,22
C100038,2026-07-03,12,신용카드,257031,5
C100039,2026-07-03,12,체크카드,3960478,79
C100040,2026-07-03,12,체크카드,2483726,50
C100041,2026-07-03,12,체크카드,0,0
C100042,2026-07-03,12,체크카드,2299622,46
C100043,2026-07-03,12,체크카드,487596,10
C100044,2026-07-03,12,체크카드,0,0
C100045,2026-07-03,12,체크카드,2343948,47
C100046,2026-07-03,12,신용카드,0,0
C100047,2026-07-03,12,신용카드,1307631,26
C100048,2026-07-03,12,신용카드,2851218,57
C100049,2026-07-03,12,체크카드,1470809,29
C100050,2026-07-03,12,신용카드,2955362,59
C100051,2026-07-03,12,체크카드,1555754,31
C100052,2026-07-03,12,신용카드,3134644,63
C100053,2026-07-03,12,신용카드,26000000,0
C100054,2026-07-03,12,체크카드,100782,2
C100055,2026-07-03,12,체크카드,180480,4
C100056,2026-07-03,12,체크카드,3125977,63
C100057,2026-07-03,12,체크카드,0,0
C100058,2026-07-03,12,신용카드,3437550,69
C100059,2026-07-03,12,체크카드,0,0
C100060,2026-07-03,12,체크카드,2826305,57
C100061,2026-07-03,12,신용카드,3730470,75
C100062,2026-07-03,12,체크카드,580005,12
C100063,2026-07-03,12,체크카드,1123042,22
C100064,2026-07-03,12,체크카드,2806511,56
C100065,2026-07-03,12,체크카드,3158859,63
C100066,2026-07-03,12,체크카드,1329350,27
C100067,2026-07-03,12,신용카드,3347753,67
C100068,2026-07-03,12,체크카드,3466989,69
C100069,2026-07-03,12,신용카드,3583887,72
C100070,2026-07-03,12,체크카드,1024576,20
C100071,2026-07-03,12,신용카드,315589,6
C100072,2026-07-03,12,체크카드,3361373,67
C100073,2026-07-03,12,신용카드,878994,18
C100074,2026-07-03,12,신용카드,3495493,70
C100075,2026-07-03,12,신용카드,2756995,55
C100076,2026-07-03,12,체크카드,3180505,64
C100077,2026-07-03,12,체크카드,1651081,33
C100078,2026-07-03,12,체크카드,1862501,37
C100079,2026-07-03,12,체크카드,0,0
