고객ID,기준일자,주차,상품구분,여신잔액
C100001,2026-07-03,12,신용대출,0
C100002,2026-07-03,12,신용대출,0
C100003,2026-07-03,12,주택담보대출,49097952
C100004,2026-07-03,12,주택담보대출,36241358
C100005,2026-07-03,12,신용대출,5747318
C100006,2026-07-03,12,전세자금대출,24779048
C100007,2026-07-03,12,전세자금대출,0
C100008,2026-07-03,12,신용대출,97745647
C100009,2026-07-03,12,주택담보대출,0
C100010,2026-07-03,12,주택담보대출,116414944
C100011,2026-07-03,12,신용대출,0
C100012,2026-07-03,12,신용대출,0
C100013,2026-07-03,12,신용대출,0
C100014,2026-07-03,12,전세자금대출,67947819
C100015,2026-07-03,12,신용대출,98874531
C100016,2026-07-03,12,주택담보대출,79679575
C100017,2026-07-03,12,주택담보대출,43607793
C100018,2026-07-03,12,주택담보대출,82637800
C100019,2026-07-03,12,전세자금대출,0
C100020,2026-07-03,12,전세자금대출,0
C100021,2026-07-03,12,신용대출,18689784
C100022,2026-07-03,12,전세자금대출,11742173
C100023,2026-07-03,12,전세자금대출,9740372
C100024,2026-07-03,12,신용대출,37791083
C100025,2026-07-03,12,신용대출,82951501
C100026,2026-07-03,12,신용대출,11409169
C100027,2026-07-03,12,전세자금대출,94222808
C100028,2026-07-03,12,전세자금대출,101458847
C100029,2026-07-03,12,전세자금대출,119745608
C100030,2026-07-03,12,전세자금대출,0
C100031,2026-07-03,12,신용대출,0
C100032,2026-07-03,12,전세자금대출,778000000
C100033,2026-07-03,12,주택담보대출,0
C100034,2026-07-03,12,전세자금대출,0
C100035,2026-07-03,12,주택담보대출,101238945
C100036,2026-07-03,12,주택담보대출,71605935
C100037,2026-07-03,12,전세자금대출,69567608
C100038,2026-07-03,12,전세자금대출,0
C100039,2026-07-03,12,주택담보대출,25721027
C100040,2026-07-03,12,신용대출,0
C100041,2026-07-03,12,신용대출,91000000
C100042,2026-07-03,12,신용대출,100251265
C100043,2026-07-03,12,신용대출,84365060
C100044,2026-07-03,12,신용대출,5353264
C100045,2026-07-03,12,신용대출,0
C100046,2026-07-03,12,신용대출,0
C100047,2026-07-03,12,전세자금대출,66260675
C100048,2026-07-03,12,주택담보대출,53841210
C100049,2026-07-03,12,신용대출,0
C100050,2026-07-03,12,신용대출,91000000
C100051,2026-07-03,12,신용대출,0
C100052,2026-07-03,12,주택담보대출,0
C100053,2026-07-03,12,신용대출,121709341
C100054,2026-07-03,12,주택담보대출,45194781
C100055,2026-07-03,12,전세자금대출,98523160
C100056,2026-07-03,12,전세자금대출,0
C100057,2026-07-03,12,전세자금대출,5896642
C100058,2026-07-03,12,주택담보대출,0
C100059,2026-07-03,12,주택담보대출,0
C100060,2026-07-03,12,주택담보대출,56948956
C100061,2026-07-03,12,신용대출,35416917
C100062,2026-07-03,12,신용대출,0
C100063,2026-07-03,12,주택담보대출,22606353
C100064,2026-07-03,12,주택담보대출,10179489
C100065,2026-07-03,12,주택담보대출,0
C100066,2026-07-03,12,신용대출,0
C100067,2026-07-03,12,신용대출,150000000
C100068,2026-07-03,12,신용대출,0
C100069,2026-07-03,12,주택담보대출,111452040
C100070,2026-07-03,12,주택담보대출,115502630
C100071,2026-07-03,12,전세자금대출,37598681
C100072,2026-07-03,12,전세자금대출,104155199
C100073,2026-07-03,12,전세자금대출,0
C100074,2026-07-03,12,전세자금대출,24420171
C100075,2026-07-03,12,전세자금대출,0
C100076,2026-07-03,12,신용대출,63615512
C100077,2026-07-03,12,주택담보대출,6732594
C100078,2026-07-03,12,전세자금대출,64194083
C100079,2026-07-03,12,신용대출,0
C100080,2026-07-03,12,주택담보대출,29210606
C100081,2026-07-03,12,주택담보대출,21556943
C100082,2026-07-03,12,신용대출,11909928
C100083,2026-07-03,12,전세자금대출,59299462
C100084,2026-07-03,12,전세자금대출,40640781
C100085,2026-07-03,12,주택담보대출,30090242
C100086,2026-07-03,12,신용대출,0
C100087,2026-07-03,12,주택담보대출,92466844
C100088,2026-07-03,12,주택담보대출,68991222
C100089,2026-07-03,12,신용대출,16205148
C100090,2026-07-03,12,주택담보대출,61873026
C100091,2026-07-03,12,전세자금대출,9203852
C100092,2026-07-03,12,신용대출,98654416
C100093,2026-07-03,12,주택담보대출,75164016
C100094,2026-07-03,12,주택담보대출,0
C100095,2026-07-03,12,전세자금대출,47321998
C100096,2026-07-03,12,전세자금대출,112096146
C100097,2026-07-03,12,신용대출,0
C100098,2026-07-03,12,전세자금대출,64967664
C100099,2026-07-03,12,신용대출,43872374
C100100,2026-07-03,12,신용대출,0
C100101,2026-07-03,12,전세자금대출,109602269
C100102,2026-07-03,12,신용대출,112323011
C100103,2026-07-03,12,전세자금대출,83234787
C100104,2026-07-03,12,전세자금대출,0
C100105,2026-07-03,12,전세자금대출,0
C100106,2026-07-03,12,신용대출,66688277
C100107,2026-07-03,12,주택담보대출,104585764
C100108,2026-07-03,12,신용대출,92752511
C100109,2026-07-03,12,주택담보대출,46212932
C100110,2026-07-03,12,주택담보대출,36815691
C100111,2026-07-03,12,전세자금대출,61922036
C100112,2026-07-03,12,신용대출,56511823
C100113,2026-07-03,12,신용대출,71396101
C100114,2026-07-03,12,주택담보대출,7256902
C100115,2026-07-03,12,신용대출,807000000
C100116,2026-07-03,12,주택담보대출,60483909
C100117,2026-07-03,12,전세자금대출,94021632
C100118,2026-07-03,12,신용대출,85586740
C100119,2026-07-03,12,전세자금대출,0
C100120,2026-07-03,12,신용대출,0
C100121,2026-07-03,12,주택담보대출,34489666
C100122,2026-07-03,12,신용대출,52067229
C100123,2026-07-03,12,전세자금대출,0
C100124,2026-07-03,12,신용대출,54910500
C100125,2026-07-03,12,주택담보대출,27345303
C100126,2026-07-03,12,신용대출,13418573
C100127,2026-07-03,12,신용대출,121740484
C100128,2026-07-03,12,신용대출,0
C100129,2026-07-03,12,신용대출,73749094
C100130,2026-07-03,12,전세자금대출,52276580
C100131,2026-07-03,12,신용대출,49832287
C100132,2026-07-03,12,주택담보대출,43040067
C100133,2026-07-03,12,신용대출,0
C100134,2026-07-03,12,주택담보대출,63426435
C100135,2026-07-03,12,주택담보대출,15811160
C100136,2026-07-03,12,주택담보대출,51866513
C100137,2026-07-03,12,전세자금대출,56948956
C100138,2026-07-03,12,전세자금대출,0
C100139,2026-07-03,12,신용대출,0
C100140,2026-07-03,12,전세자금대출,21207139
C100141,2026-07-03,12,주택담보대출,61179718
C100142,2026-07-03,12,주택담보대출,84043559
C100143,2026-07-03,12,전세자금대출,87738409
C100144,2026-07-03,12,전세자금대출,12307986
C100145,2026-07-03,12,주택담보대출,0
C100146,2026-07-03,12,주택담보대출,40142371
C100147,2026-07-03,12,주택담보대출,0
C100148,2026-07-03,12,주택담보대출,0
C100149,2026-07-03,12,전세자금대출,10929525
C100150,2026-07-03,12,전세자금대출,0
C100151,2026-07-03,12,신용대출,117347848
C100152,2026-07-03,12,주택담보대출,32888617
C100153,2026-07-03,12,신용대출,73919044
C100154,2026-07-03,12,전세자금대출,48302820
C100155,2026-07-03,12,신용대출,112139811
C100156,2026-07-03,12,신용대출,35920035
C100157,2026-07-03,12,전세자금대출,0
C100158,2026-07-03,12,주택담보대출,881000000
C100159,2026-07-03,12,신용대출,40737830
C100160,2026-07-03,12,신용대출,100369826
C100161,2026-07-03,12,전세자금대출,0
C100162,2026-07-03,12,전세자금대출,0
C100163,2026-07-03,12,신용대출,65258072
C100164,2026-07-03,12,신용대출,21978329
C100165,2026-07-03,12,전세자금대출,75362582
C100166,2026-07-03,12,전세자금대출,48270674
C100167,2026-07-03,12,신용대출,26658139
C100168,2026-07-03,12,주택담보대출,63619284
C100169,2026-07-03,12,주택담보대출,86402035
C100170,2026-07-03,12,전세자금대출,124149992
C100171,2026-07-03,12,신용대출,87099391
C100172,2026-07-03,12,주택담보대출,0
C100173,2026-07-03,12,전세자금대출,63384122
C100174,2026-07-03,12,전세자금대출,0
C100175,2026-07-03,12,주택담보대출,0
C100176,2026-07-03,12,신용대출,42465522
C100177,2026-07-03,12,신용대출,108826143
C100178,2026-07-03,12,신용대출,46752063
C100179,2026-07-03,12,주택담보대출,26893995
C100180,2026-07-03,12,전세자금대출,15932984
C100181,2026-07-03,12,전세자금대출,48856927
C100182,2026-07-03,12,신용대출,0
C100183,2026-07-03,12,전세자금대출,30670135
C100184,2026-07-03,12,신용대출,52838135
C100185,2026-07-03,12,신용대출,0
C100186,2026-07-03,12,전세자금대출,0
C100187,2026-07-03,12,전세자금대출,26415419
C100188,2026-07-03,12,전세자금대출,25628137
C100189,2026-07-03,12,주택담보대출,39051755
C100190,2026-07-03,12,전세자금대출,67415153
C100191,2026-07-03,12,신용대출,0
C100192,2026-07-03,12,신용대출,0
C100193,2026-07-03,12,전세자금대출,13216677
C100194,2026-07-03,12,신용대출,81316030
C100195,2026-07-03,12,전세자금대출,88578258
C100196,2026-07-03,12,주택담보대출,112340660
C100197,2026-07-03,12,전세자금대출,0
C100198,2026-07-03,12,전세자금대출,93743929
C100199,2026-07-03,12,주택담보대출,132133841
C100200,2026-07-03,12,주택담보대출,0
C100201,2026-07-03,12,전세자금대출,0
C100202,2026-07-03,12,전세자금대출,60583009
C100203,2026-07-03,12,신용대출,0
C100204,2026-07-03,12,주택담보대출,34599056
C100205,2026-07-03,12,주택담보대출,83632248
C100206,2026-07-03,12,주택담보대출,47797870
C100207,2026-07-03,12,전세자금대출,57107955
C100208,2026-07-03,12,전세자금대출,0
C100209,2026-07-03,12,주택담보대출,0
C100210,2026-07-03,12,전세자금대출,90355788
C100211,2026-07-03,12,신용대출,90935523
C100212,2026-07-03,12,신용대출,0
C100213,2026-07-03,12,주택담보대출,103401755
C100214,2026-07-03,12,신용대출,0
C100215,2026-07-03,12,신용대출,28960923
C100216,2026-07-03,12,신용대출,47321463
C100217,2026-07-03,12,신용대출,56948956
C100218,2026-07-03,12,전세자금대출,0
C100219,2026-07-03,12,신용대출,45886343
C100220,2026-07-03,12,전세자금대출,0
C100221,2026-07-03,12,전세자금대출,23334481
C100222,2026-07-03,12,신용대출,140986721
C100223,2026-07-03,12,주택담보대출,0
C100224,2026-07-03,12,전세자금대출,105615494
C100225,2026-07-03,12,주택담보대출,30364034
C100226,2026-07-03,12,주택담보대출,0
C100227,2026-07-03,12,신용대출,10747615
C100228,2026-07-03,12,전세자금대출,21159673
C100229,2026-07-03,12,전세자금대출,44163967
C100230,2026-07-03,12,신용대출,0
C100231,2026-07-03,12,주택담보대출,83473539
C100232,2026-07-03,12,주택담보대출,84776631
C100233,2026-07-03,12,주택담보대출,6322846
C100234,2026-07-03,12,전세자금대출,51393243
C100235,2026-07-03,12,신용대출,0
C100236,2026-07-03,12,전세자금대출,62549239
C100237,2026-07-03,12,신용대출,53120028
C100238,2026-07-03,12,신용대출,0
C100239,2026-07-03,12,신용대출,105042312
C100240,2026-07-03,12,신용대출,0
C100241,2026-07-03,12,주택담보대출,67103427
C100242,2026-07-03,12,전세자금대출,0
C100243,2026-07-03,12,전세자금대출,113458492
C100244,2026-07-03,12,주택담보대출,75311867
C100245,2026-07-03,12,신용대출,0
C100246,2026-07-03,12,신용대출,0
C100247,2026-07-03,12,전세자금대출,63920271
C100248,2026-07-03,12,전세자금대출,0
C100249,2026-07-03,12,신용대출,0
C100250,2026-07-03,12,주택담보대출,33924011
C100251,2026-07-03,12,신용대출,24274140
C100252,2026-07-03,12,신용대출,0
C100253,2026-07-03,12,주택담보대출,0
C100254,2026-07-03,12,신용대출,0
C100255,2026-07-03,12,전세자금대출,78863282
C100256,2026-07-03,12,주택담보대출,0
C100257,2026-07-03,12,주택담보대출,54035295
C100258,2026-07-03,12,주택담보대출,60554066
C100259,2026-07-03,12,신용대출,83941172
C100260,2026-07-03,12,신용대출,0
C100261,2026-07-03,12,주택담보대출,67241180
C100262,2026-07-03,12,주택담보대출,0
C100263,2026-07-03,12,전세자금대출,0
C100264,2026-07-03,12,주택담보대출,0
C100265,2026-07-03,12,주택담보대출,53073340
C100266,2026-07-03,12,신용대출,49506646
C100267,2026-07-03,12,전세자금대출,44896212
C100268,2026-07-03,12,전세자금대출,72408342
C100269,2026-07-03,12,주택담보대출,43323389
C100270,2026-07-03,12,전세자금대출,93133608
C100271,2026-07-03,12,전세자금대출,20239857
C100272,2026-07-03,12,주택담보대출,0
C100273,2026-07-03,12,주택담보대출,0
C100274,2026-07-03,12,주택담보대출,96194514
C100275,2026-07-03,12,주택담보대출,0
C100276,2026-07-03,12,전세자금대출,49343546
C100277,2026-07-03,12,주택담보대출,98241225
C100278,2026-07-03,12,주택담보대출,33140441
C100279,2026-07-03,12,신용대출,5404408
C100280,2026-07-03,12,전세자금대출,81994104
C100281,2026-07-03,12,신용대출,0
C100282,2026-07-03,12,주택담보대출,63811121
C100283,2026-07-03,12,신용대출,0
C100284,2026-07-03,12,신용대출,7560889
C100285,2026-07-03,12,신용대출,56948956
C100286,2026-07-03,12,주택담보대출,49172930
C100287,2026-07-03,12,신용대출,107200672
C100288,2026-07-03,12,전세자금대출,0
C100289,2026-07-03,12,신용대출,53129508
C100290,2026-07-03,12,신용대출,115879374
C100291,2026-07-03,12,신용대출,102533090
C100292,2026-07-03,12,전세자금대출,0
C100293,2026-07-03,12,주택담보대출,0
C100294,2026-07-03,12,주택담보대출,0
C100295,2026-07-03,12,전세자금대출,0
C100296,2026-07-03,12,신용대출,33681579
C100297,2026-07-03,12,전세자금대출,0
C100298,2026-07-03,12,전세자금대출,26068160
C100299,2026-07-03,12,주택담보대출,64081589
C100300,2026-07-03,12,전세자금대출,86926173
C100301,2026-07-03,12,주택담보대출,46673825
C100302,2026-07-03,12,전세자금대출,79081569
C100303,2026-07-03,12,전세자금대출,91000000
C100304,2026-07-03,12,전세자금대출,0
C100305,2026-07-03,12,신용대출,58879171
C100306,2026-07-03,12,신용대출,0
C100307,2026-07-03,12,전세자금대출,128710585
C100308,2026-07-03,12,신용대출,43862558
C100309,2026-07-03,12,주택담보대출,0
C100310,2026-07-03,12,전세자금대출,23423440
C100311,2026-07-03,12,주택담보대출,75668558
C100312,2026-07-03,12,주택담보대출,93742088
C100313,2026-07-03,12,신용대출,126652042
C100314,2026-07-03,12,전세자금대출,0
C100315,2026-07-03,12,신용대출,0
C100316,2026-07-03,12,주택담보대출,116229291
C100317,2026-07-03,12,전세자금대출,80815890
C100318,2026-07-03,12,전세자금대출,65641901
C100319,2026-07-03,12,전세자금대출,64744394
C100320,2026-07-03,12,전세자금대출,107656361
C100321,2026-07-03,12,신용대출,0
C100322,2026-07-03,12,주택담보대출,0
C100323,2026-07-03,12,신용대출,93748865
C100324,2026-07-03,12,신용대출,103564326
C100325,2026-07-03,12,전세자금대출,0
C100326,2026-07-03,12,전세자금대출,0
C100327,2026-07-03,12,신용대출,0
C100328,2026-07-03,12,주택담보대출,61568593
C100329,2026-07-03,12,신용대출,0
C100330,2026-07-03,12,주택담보대출,0
C100331,2026-07-03,12,신용대출,0
C100332,2026-07-03,12,신용대출,65431327
C100333,2026-07-03,12,주택담보대출,60758437
C100334,2026-07-03,12,주택담보대출,99879354
C100335,2026-07-03,12,신용대출,0
C100336,2026-07-03,12,신용대출,40492403
C100337,2026-07-03,12,주택담보대출,56339094
C100338,2026-07-03,12,신용대출,32653843
C100339,2026-07-03,12,주택담보대출,109959037
C100340,2026-07-03,12,전세자금대출,56948956
C100341,2026-07-03,12,주택담보대출,0
C100342,2026-07-03,12,신용대출,0
C100343,2026-07-03,12,전세자금대출,0
C100344,2026-07-03,12,주택담보대출,84353912
C100345,2026-07-03,12,신용대출,28539401
C100346,2026-07-03,12,주택담보대출,129463904
C100347,2026-07-03,12,신용대출,0
C100348,2026-07-03,12,주택담보대출,63537616
C100349,2026-07-03,12,신용대출,0
C100350,2026-07-03,12,전세자금대출,0
C100351,2026-07-03,12,신용대출,0
C100352,2026-07-03,12,전세자금대출,44500081
C100353,2026-07-03,12,신용대출,0
C100354,2026-07-03,12,주택담보대출,44543013
C100355,2026-07-03,12,전세자금대출,81246632
C100356,2026-07-03,12,주택담보대출,150000000
C100357,2026-07-03,12,전세자금대출,92289154
C100358,2026-07-03,12,전세자금대출,60399277
C100359,2026-07-03,12,주택담보대출,0
C100360,2026-07-03,12,신용대출,128455733
C100361,2026-07-03,12,주택담보대출,91000000
C100362,2026-07-03,12,신용대출,53461228
C100363,2026-07-03,12,신용대출,0
C100364,2026-07-03,12,주택담보대출,0
C100365,2026-07-03,12,신용대출,66637188
C100366,2026-07-03,12,신용대출,117560513
C100367,2026-07-03,12,전세자금대출,0
C100368,2026-07-03,12,전세자금대출,97539647
C100369,2026-07-03,12,주택담보대출,106091452
C100370,2026-07-03,12,신용대출,0
C100371,2026-07-03,12,전세자금대출,83924036
C100372,2026-07-03,12,전세자금대출,103986630
C100373,2026-07-03,12,신용대출,0
C100374,2026-07-03,12,전세자금대출,108049470
C100375,2026-07-03,12,전세자금대출,123824937
C100376,2026-07-03,12,신용대출,0
C100377,2026-07-03,12,전세자금대출,57732953
C100378,2026-07-03,12,주택담보대출,65931675
C100379,2026-07-03,12,신용대출,0
C100380,2026-07-03,12,신용대출,33957444
C100381,2026-07-03,12,전세자금대출,0
C100382,2026-07-03,12,주택담보대출,77763697
C100383,2026-07-03,12,신용대출,111630282
C100384,2026-07-03,12,주택담보대출,0
C100385,2026-07-03,12,전세자금대출,55100291
C100386,2026-07-03,12,주택담보대출,0
C100387,2026-07-03,12,전세자금대출,39423948
C100388,2026-07-03,12,주택담보대출,90152453
C100389,2026-07-03,12,전세자금대출,89122460
C100390,2026-07-03,12,전세자금대출,70277261
C100391,2026-07-03,12,신용대출,119007546
C100392,2026-07-03,12,전세자금대출,60875890
C100393,2026-07-03,12,전세자금대출,10005133
C100394,2026-07-03,12,전세자금대출,0
C100395,2026-07-03,12,신용대출,23908629
C100396,2026-07-03,12,신용대출,150000000
C100397,2026-07-03,12,신용대출,0
C100398,2026-07-03,12,신용대출,94711158
C100399,2026-07-03,12,주택담보대출,0
C100400,2026-07-03,12,주택담보대출,39255539
C100401,2026-07-03,12,주택담보대출,0
C100402,2026-07-03,12,전세자금대출,10585961
C100403,2026-07-03,12,전세자금대출,91186369
C100404,2026-07-03,12,주택담보대출,0
C100405,2026-07-03,12,주택담보대출,0
C100406,2026-07-03,12,주택담보대출,0
C100407,2026-07-03,12,신용대출,110269396
C100408,2026-07-03,12,전세자금대출,14784040
C100409,2026-07-03,12,주택담보대출,99545555
C100410,2026-07-03,12,신용대출,102039772
C100411,2026-07-03,12,전세자금대출,78096450
C100412,2026-07-03,12,신용대출,0
C100413,2026-07-03,12,전세자금대출,0
C100414,2026-07-03,12,신용대출,100112085
C100415,2026-07-03,12,신용대출,80682683
C100416,2026-07-03,12,전세자금대출,13994442
C100417,2026-07-03,12,신용대출,51918372
C100418,2026-07-03,12,신용대출,75614303
C100419,2026-07-03,12,주택담보대출,33514087
C100420,2026-07-03,12,신용대출,65270989
C100421,2026-07-03,12,신용대출,46935390
C100422,2026-07-03,12,주택담보대출,100447257
C100423,2026-07-03,12,신용대출,0
C100424,2026-07-03,12,전세자금대출,0
C100425,2026-07-03,12,신용대출,49073209
C100426,2026-07-03,12,주택담보대출,39930170
C100427,2026-07-03,12,신용대출,131739016
C100428,2026-07-03,12,주택담보대출,28954736
C100429,2026-07-03,12,전세자금대출,0
C100430,2026-07-03,12,신용대출,31325428
C100431,2026-07-03,12,전세자금대출,53594871
C100432,2026-07-03,12,신용대출,0
C100433,2026-07-03,12,신용대출,58186273
C100434,2026-07-03,12,신용대출,0
C100435,2026-07-03,12,전세자금대출,19608365
C100436,2026-07-03,12,전세자금대출,91204882
C100437,2026-07-03,12,전세자금대출,0
C100438,2026-07-03,12,주택담보대출,25165955
C100439,2026-07-03,12,주택담보대출,41932677
