고객ID,기준일자,주차,상품구분,수신잔액
C100001,2026-07-03,12,정기예금,7932108
C100002,2026-07-03,12,정기예금,51545729
C100003,2026-07-03,12,적금,37350308
C100004,2026-07-03,12,적금,55574361
C100005,2026-07-03,12,입출금예금,38903070
C100006,2026-07-03,12,적금,2489936
C100007,2026-07-03,12,적금,64825673
C100008,2026-07-03,12,입출금예금,3545561
C100009,2026-07-03,12,적금,66291488
C100010,2026-07-03,12,입출금예금,9922249
C100011,2026-07-03,12,적금,70195017
C100012,2026-07-03,12,정기예금,62335064
C100013,2026-07-03,12,적금,26560480
C100014,2026-07-03,12,입출금예금,73734585
C100015,2026-07-03,12,정기예금,69888672
C100016,2026-07-03,12,적금,38279157
C100017,2026-07-03,12,입출금예금,4947954
C100018,2026-07-03,12,정기예금,82392706
C100019,2026-07-03,12,적금,75924966
C100020,2026-07-03,12,정기예금,43856073
C100021,2026-07-03,12,정기예금,36039466
C100022,2026-07-03,12,정기예금,51192008
C100023,2026-07-03,12,입출금예금,24796762
C100024,2026-07-03,12,정기예금,42126941
C100025,2026-07-03,12,입출금예금,7211065
C100026,2026-07-03,12,정기예금,62970598
C100027,2026-07-03,12,입출금예금,2051980
C100028,2026-07-03,12,정기예금,27883322
C100029,2026-07-03,12,정기예금,42886323
C100030,2026-07-03,12,정기예금,4466312
C100031,2026-07-03,12,적금,71857030
C100032,2026-07-03,12,적금,47472703
C100033,2026-07-03,12,적금,69496792
C100034,2026-07-03,12,적금,13018567
C100035,2026-07-03,12,입출금예금,58850217
C100036,2026-07-03,12,적금,63734910
C100037,2026-07-03,12,입출금예금,11789019
C100038,2026-07-03,12,정기예금,46887306
C100039,2026-07-03,12,적금,0
C100040,2026-07-03,12,적금,57178954
C100041,2026-07-03,12,입출금예금,39000000
C100042,2026-07-03,12,입출금예금,53560816
C100043,2026-07-03,12,적금,0
C100044,2026-07-03,12,정기예금,5686055
C100045,2026-07-03,12,적금,0
C100046,2026-07-03,12,적금,26786484
C100047,2026-07-03,12,적금,60512728
C100048,2026-07-03,12,입출금예금,64517261
C100049,2026-07-03,12,적금,46175833
C100050,2026-07-03,12,입출금예금,39000000
C100051,2026-07-03,12,적금,66918148
C100052,2026-07-03,12,정기예금,44058349
C100053,2026-07-03,12,입출금예금,25340805
C100054,2026-07-03,12,적금,77567433
C100055,2026-07-03,12,정기예금,35152632
C100056,2026-07-03,12,적금,27774065
C100057,2026-07-03,12,적금,47723154
C100058,2026-07-03,12,정기예금,37858206
C100059,2026-07-03,12,입출금예금,51445386
C100060,2026-07-03,12,정기예금,65060667
C100061,2026-07-03,12,정기예금,75987599
C100062,2026-07-03,12,적금,34000000
C100063,2026-07-03,12,적금,4539682
C100064,2026-07-03,12,적금,58346481
C100065,2026-07-03,12,입출금예금,48691390
C100066,2026-07-03,12,입출금예금,6667359
C100067,2026-07-03,12,정기예금,66845533
C100068,2026-07-03,12,정기예금,18167784
C100069,2026-07-03,12,적금,8763464
C100070,2026-07-03,12,적금,15892660
C100071,2026-07-03,12,입출금예금,34169972
C100072,2026-07-03,12,입출금예금,43003037
C100073,2026-07-03,12,적금,24174095
C100074,2026-07-03,12,정기예금,65331196
C100075,2026-07-03,12,입출금예금,71881766
C100076,2026-07-03,12,적금,62396150
C100077,2026-07-03,12,적금,35559143
C100078,2026-07-03,12,정기예금,58933861
C100079,2026-07-03,12,적금,27492527
C100080,2026-07-03,12,입출금예금,57256834
C100081,2026-07-03,12,입출금예금,20170241
C100082,2026-07-03,12,정기예금,36107140
C100083,2026-07-03,12,입출금예금,24840309
C100084,2026-07-03,12,적금,35191748
C100085,2026-07-03,12,적금,32131667
C100086,2026-07-03,12,입출금예금,56821101
C100087,2026-07-03,12,입출금예금,61494750
C100088,2026-07-03,12,입출금예금,27046888
C100089,2026-07-03,12,정기예금,57993053
C100090,2026-07-03,12,정기예금,58613976
C100091,2026-07-03,12,적금,0
C100092,2026-07-03,12,적금,53978834
C100093,2026-07-03,12,정기예금,12941505
C100094,2026-07-03,12,정기예금,28959321
C100095,2026-07-03,12,입출금예금,36976834
C100096,2026-07-03,12,정기예금,44732656
C100097,2026-07-03,12,입출금예금,25485247
C100098,2026-07-03,12,적금,20906679
C100099,2026-07-03,12,입출금예금,63229251
C100100,2026-07-03,12,입출금예금,78410758
C100101,2026-07-03,12,적금,35960714
C100102,2026-07-03,12,정기예금,47486276
C100103,2026-07-03,12,입출금예금,66962572
C100104,2026-07-03,12,적금,66636399
C100105,2026-07-03,12,입출금예금,39246661
C100106,2026-07-03,12,입출금예금,23271780
C100107,2026-07-03,12,입출금예금,72612463
C100108,2026-07-03,12,적금,3711305
C100109,2026-07-03,12,입출금예금,61745140
C100110,2026-07-03,12,입출금예금,28186974
C100111,2026-07-03,12,정기예금,41733666
C100112,2026-07-03,12,정기예금,31178324
C100113,2026-07-03,12,정기예금,25022516
C100114,2026-07-03,12,입출금예금,11150023
C100115,2026-07-03,12,적금,61070575
C100116,2026-07-03,12,입출금예금,38981135
C100117,2026-07-03,12,입출금예금,64190336
C100118,2026-07-03,12,정기예금,57058182
C100119,2026-07-03,12,입출금예금,44769578
C100120,2026-07-03,12,적금,47487023
C100121,2026-07-03,12,입출금예금,55919241
C100122,2026-07-03,12,입출금예금,68373517
C100123,2026-07-03,12,입출금예금,29123827
C100124,2026-07-03,12,입출금예금,35736965
C100125,2026-07-03,12,적금,22215088
C100126,2026-07-03,12,입출금예금,0
C100127,2026-07-03,12,입출금예금,79994699
C100128,2026-07-03,12,적금,40445177
C100129,2026-07-03,12,적금,49729836
C100130,2026-07-03,12,적금,47207818
C100131,2026-07-03,12,적금,36524764
C100132,2026-07-03,12,정기예금,64503524
C100133,2026-07-03,12,적금,69029260
