고객ID,기준일자,주차,상품구분,보험잔액
C100001,2026-05-15,5,저축성보험,0
C100002,2026-05-15,5,저축성보험,0
C100003,2026-05-15,5,저축성보험,18027707
C100004,2026-05-15,5,보장성보험,0
C100005,2026-05-15,5,저축성보험,27890670
C100006,2026-05-15,5,보장성보험,0
C100007,2026-05-15,5,저축성보험,0
C100008,2026-05-15,5,보장성보험,39382348
C100009,2026-05-15,5,보장성보험,0
C100010,2026-05-15,5,저축성보험,0
C100011,2026-05-15,5,보장성보험,44778332
C100012,2026-05-15,5,보장성보험,0
C100013,2026-05-15,5,저축성보험,17599228
C100014,2026-05-15,5,보장성보험,21115849
C100015,2026-05-15,5,보장성보험,16517857
C100016,2026-05-15,5,보장성보험,7185313
C100017,2026-05-15,5,저축성보험,32950815
C100018,2026-05-15,5,저축성보험,47870204
C100019,2026-05-15,5,보장성보험,11912900
C100020,2026-05-15,5,보장성보험,0
C100021,2026-05-15,5,저축성보험,14965760
C100022,2026-05-15,5,저축성보험,10010535
C100023,2026-05-15,5,보장성보험,49243689
C100024,2026-05-15,5,저축성보험,0
C100025,2026-05-15,5,보장성보험,0
C100026,2026-05-15,5,보장성보험,0
C100027,2026-05-15,5,저축성보험,32650160
C100028,2026-05-15,5,보장성보험,37618124
C100029,2026-05-15,5,보장성보험,20747962
C100030,2026-05-15,5,보장성보험,0
C100031,2026-05-15,5,저축성보험,0
C100032,2026-05-15,5,저축성보험,0
C100033,2026-05-15,5,저축성보험,0
C100034,2026-05-15,5,저축성보험,9313520
C100035,2026-05-15,5,보장성보험,0
C100036,2026-05-15,5,저축성보험,0
C100037,2026-05-15,5,저축성보험,4006819
C100038,2026-05-15,5,저축성보험,9771741
C100039,2026-05-15,5,보장성보험,15630966
C100040,2026-05-15,5,보장성보험,0
C100041,2026-05-15,5,보장성보험,0
C100042,2026-05-15,5,보장성보험,0
C100043,2026-05-15,5,보장성보험,17255790
C100044,2026-05-15,5,보장성보험,20569458
C100045,2026-05-15,5,보장성보험,47068325
C100046,2026-05-15,5,저축성보험,0
C100047,2026-05-15,5,보장성보험,16262313
C100048,2026-05-15,5,저축성보험,3544601
C100049,2026-05-15,5,보장성보험,0
C100050,2026-05-15,5,저축성보험,8698466
C100051,2026-05-15,5,저축성보험,35807047
C100052,2026-05-15,5,저축성보험,31753330
C100053,2026-05-15,5,보장성보험,28835137
C100054,2026-05-15,5,보장성보험,16466219
C100055,2026-05-15,5,저축성보험,0
C100056,2026-05-15,5,보장성보험,31115666
C100057,2026-05-15,5,저축성보험,0
C100058,2026-05-15,5,저축성보험,23185958
C100059,2026-05-15,5,보장성보험,48942815
C100060,2026-05-15,5,보장성보험,33901102
C100061,2026-05-15,5,저축성보험,0
C100062,2026-05-15,5,보장성보험,15167779
C100063,2026-05-15,5,보장성보험,0
C100064,2026-05-15,5,저축성보험,32373588
C100065,2026-05-15,5,보장성보험,43407042
C100066,2026-05-15,5,저축성보험,0
C100067,2026-05-15,5,보장성보험,0
C100068,2026-05-15,5,저축성보험,18405858
C100069,2026-05-15,5,저축성보험,12894756
C100070,2026-05-15,5,보장성보험,29365399
C100071,2026-05-15,5,저축성보험,0
C100072,2026-05-15,5,보장성보험,14540554
C100073,2026-05-15,5,저축성보험,33097111
C100074,2026-05-15,5,보장성보험,0
C100075,2026-05-15,5,보장성보험,0
C100076,2026-05-15,5,저축성보험,29367994
C100077,2026-05-15,5,보장성보험,0
C100078,2026-05-15,5,저축성보험,23552274
C100079,2026-05-15,5,보장성보험,12922311
C100080,2026-05-15,5,저축성보험,22951465
C100081,2026-05-15,5,저축성보험,32813762
C100082,2026-05-15,5,저축성보험,43037366
C100083,2026-05-15,5,보장성보험,0
C100084,2026-05-15,5,저축성보험,0
C100085,2026-05-15,5,저축성보험,32023662
C100086,2026-05-15,5,저축성보험,47542623
C100087,2026-05-15,5,저축성보험,0
C100088,2026-05-15,5,저축성보험,37993620
C100089,2026-05-15,5,보장성보험,35036232
C100090,2026-05-15,5,저축성보험,0
C100091,2026-05-15,5,보장성보험,27096759
C100092,2026-05-15,5,보장성보험,48216107
C100093,2026-05-15,5,보장성보험,0
C100094,2026-05-15,5,저축성보험,23875481
C100095,2026-05-15,5,저축성보험,12470996
C100096,2026-05-15,5,저축성보험,3070573
C100097,2026-05-15,5,보장성보험,0
C100098,2026-05-15,5,보장성보험,0
C100099,2026-05-15,5,보장성보험,0
C100100,2026-05-15,5,저축성보험,0
C100101,2026-05-15,5,보장성보험,13197235
C100102,2026-05-15,5,저축성보험,0
C100103,2026-05-15,5,보장성보험,35231089
C100104,2026-05-15,5,저축성보험,27082858
C100105,2026-05-15,5,보장성보험,0
C100106,2026-05-15,5,저축성보험,8966052
C100107,2026-05-15,5,저축성보험,0
C100108,2026-05-15,5,보장성보험,23249732
C100109,2026-05-15,5,저축성보험,43242954
C100110,2026-05-15,5,저축성보험,26848451
C100111,2026-05-15,5,저축성보험,45725868
C100112,2026-05-15,5,보장성보험,0
C100113,2026-05-15,5,보장성보험,0
C100114,2026-05-15,5,저축성보험,29710394
C100115,2026-05-15,5,저축성보험,38797437
C100116,2026-05-15,5,보장성보험,3409506
