고객ID,기준일자,주차,상품구분,보험잔액
C100001,2026-06-19,10,저축성보험,0
C100002,2026-06-19,10,저축성보험,0
C100003,2026-06-19,10,저축성보험,17857904
C100004,2026-06-19,10,보장성보험,0
C100005,2026-06-19,10,저축성보험,28169084
C100006,2026-06-19,10,보장성보험,0
C100007,2026-06-19,10,저축성보험,0
C100008,2026-06-19,10,보장성보험,40454532
C100009,2026-06-19,10,보장성보험,0
C100010,2026-06-19,10,저축성보험,0
C100011,2026-06-19,10,보장성보험,44102659
C100012,2026-06-19,10,보장성보험,0
C100013,2026-06-19,10,저축성보험,17625535
C100014,2026-06-19,10,보장성보험,21139423
C100015,2026-06-19,10,보장성보험,16638489
C100016,2026-06-19,10,보장성보험,7194202
C100017,2026-06-19,10,저축성보험,35759915
C100018,2026-06-19,10,저축성보험,48610199
C100019,2026-06-19,10,보장성보험,10909129
C100020,2026-06-19,10,보장성보험,0
C100021,2026-06-19,10,저축성보험,15165378
C100022,2026-06-19,10,저축성보험,10967261
C100023,2026-06-19,10,보장성보험,48939514
C100024,2026-06-19,10,저축성보험,0
C100025,2026-06-19,10,보장성보험,0
C100026,2026-06-19,10,보장성보험,0
C100027,2026-06-19,10,저축성보험,31578481
C100028,2026-06-19,10,보장성보험,37612459
C100029,2026-06-19,10,보장성보험,23385614
C100030,2026-06-19,10,보장성보험,0
C100031,2026-06-19,10,저축성보험,0
C100032,2026-06-19,10,저축성보험,0
C100033,2026-06-19,10,저축성보험,0
C100034,2026-06-19,10,저축성보험,10583542
C100035,2026-06-19,10,보장성보험,0
C100036,2026-06-19,10,저축성보험,0
C100037,2026-06-19,10,저축성보험,4158047
C100038,2026-06-19,10,저축성보험,9815063
C100039,2026-06-19,10,보장성보험,15223677
C100040,2026-06-19,10,보장성보험,0
C100041,2026-06-19,10,보장성보험,0
C100042,2026-06-19,10,보장성보험,0
C100043,2026-06-19,10,보장성보험,17205302
C100044,2026-06-19,10,보장성보험,20958895
C100045,2026-06-19,10,보장성보험,44593914
C100046,2026-06-19,10,저축성보험,0
C100047,2026-06-19,10,보장성보험,17108326
C100048,2026-06-19,10,저축성보험,3556894
C100049,2026-06-19,10,보장성보험,0
C100050,2026-06-19,10,저축성보험,9167652
C100051,2026-06-19,10,저축성보험,35069849
C100052,2026-06-19,10,저축성보험,30615672
C100053,2026-06-19,10,보장성보험,28462630
C100054,2026-06-19,10,보장성보험,16310679
C100055,2026-06-19,10,저축성보험,0
C100056,2026-06-19,10,보장성보험,30630563
C100057,2026-06-19,10,저축성보험,0
C100058,2026-06-19,10,저축성보험,23614129
C100059,2026-06-19,10,보장성보험,45583431
C100060,2026-06-19,10,보장성보험,35771974
C100061,2026-06-19,10,저축성보험,0
C100062,2026-06-19,10,보장성보험,15395781
C100063,2026-06-19,10,보장성보험,0
C100064,2026-06-19,10,저축성보험,36012305
C100065,2026-06-19,10,보장성보험,42305722
C100066,2026-06-19,10,저축성보험,0
C100067,2026-06-19,10,보장성보험,0
C100068,2026-06-19,10,저축성보험,19383017
C100069,2026-06-19,10,저축성보험,13035332
C100070,2026-06-19,10,보장성보험,28235535
C100071,2026-06-19,10,저축성보험,0
C100072,2026-06-19,10,보장성보험,14887375
C100073,2026-06-19,10,저축성보험,32666828
C100074,2026-06-19,10,보장성보험,0
C100075,2026-06-19,10,보장성보험,0
C100076,2026-06-19,10,저축성보험,28614942
C100077,2026-06-19,10,보장성보험,0
C100078,2026-06-19,10,저축성보험,23859687
C100079,2026-06-19,10,보장성보험,12234437
C100080,2026-06-19,10,저축성보험,21161774
C100081,2026-06-19,10,저축성보험,32463987
C100082,2026-06-19,10,저축성보험,43349002
C100083,2026-06-19,10,보장성보험,0
C100084,2026-06-19,10,저축성보험,0
C100085,2026-06-19,10,저축성보험,31484951
C100086,2026-06-19,10,저축성보험,47569041
C100087,2026-06-19,10,저축성보험,0
C100088,2026-06-19,10,저축성보험,38860095
C100089,2026-06-19,10,보장성보험,37400609
C100090,2026-06-19,10,저축성보험,0
C100091,2026-06-19,10,보장성보험,29937796
C100092,2026-06-19,10,보장성보험,47422490
C100093,2026-06-19,10,보장성보험,0
C100094,2026-06-19,10,저축성보험,23384564
C100095,2026-06-19,10,저축성보험,12733041
C100096,2026-06-19,10,저축성보험,3432828
C100097,2026-06-19,10,보장성보험,0
C100098,2026-06-19,10,보장성보험,0
C100099,2026-06-19,10,보장성보험,0
C100100,2026-06-19,10,저축성보험,0
C100101,2026-06-19,10,보장성보험,12955816
C100102,2026-06-19,10,저축성보험,0
C100103,2026-06-19,10,보장성보험,34463850
C100104,2026-06-19,10,저축성보험,27820985
C100105,2026-06-19,10,보장성보험,0
C100106,2026-06-19,10,저축성보험,8799577
C100107,2026-06-19,10,저축성보험,0
C100108,2026-06-19,10,보장성보험,21116212
C100109,2026-06-19,10,저축성보험,42008725
C100110,2026-06-19,10,저축성보험,26277363
C100111,2026-06-19,10,저축성보험,42954241
C100112,2026-06-19,10,보장성보험,0
C100113,2026-06-19,10,보장성보험,0
C100114,2026-06-19,10,저축성보험,30601888
C100115,2026-06-19,10,저축성보험,42759425
C100116,2026-06-19,10,보장성보험,3322123
C100117,2026-06-19,10,저축성보험,0
C100118,2026-06-19,10,저축성보험,0
C100119,2026-06-19,10,보장성보험,0
C100120,2026-06-19,10,저축성보험,41086485
C100121,2026-06-19,10,저축성보험,15393404
C100122,2026-06-19,10,보장성보험,23687560
C100123,2026-06-19,10,저축성보험,15915993
C100124,2026-06-19,10,보장성보험,32975278
C100125,2026-06-19,10,저축성보험,39049238
C100126,2026-06-19,10,저축성보험,0
C100127,2026-06-19,10,보장성보험,0
C100128,2026-06-19,10,보장성보험,25375566
C100129,2026-06-19,10,보장성보험,3309169
C100130,2026-06-19,10,저축성보험,27371804
C100131,2026-06-19,10,저축성보험,24846322
C100132,2026-06-19,10,보장성보험,0
C100133,2026-06-19,10,보장성보험,2542181
C100134,2026-06-19,10,보장성보험,29811221
C100135,2026-06-19,10,저축성보험,5637100
C100136,2026-06-19,10,보장성보험,0
C100137,2026-06-19,10,저축성보험,46572123
C100138,2026-06-19,10,보장성보험,8171034
C100139,2026-06-19,10,보장성보험,17701624
C100140,2026-06-19,10,저축성보험,0
C100141,2026-06-19,10,저축성보험,0
C100142,2026-06-19,10,보장성보험,40877140
C100143,2026-06-19,10,저축성보험,0
C100144,2026-06-19,10,저축성보험,0
C100145,2026-06-19,10,보장성보험,0
C100146,2026-06-19,10,보장성보험,46753118
C100147,2026-06-19,10,보장성보험,10698638
C100148,2026-06-19,10,보장성보험,28590290
C100149,2026-06-19,10,저축성보험,31401947
C100150,2026-06-19,10,저축성보험,0
C100151,2026-06-19,10,보장성보험,40342478
C100152,2026-06-19,10,보장성보험,0
C100153,2026-06-19,10,보장성보험,0
C100154,2026-06-19,10,보장성보험,47374249
C100155,2026-06-19,10,저축성보험,28296984
C100156,2026-06-19,10,보장성보험,4298086
C100157,2026-06-19,10,보장성보험,25472645
C100158,2026-06-19,10,저축성보험,51043303
C100159,2026-06-19,10,보장성보험,2483596
C100160,2026-06-19,10,보장성보험,0
C100161,2026-06-19,10,보장성보험,13615761
C100162,2026-06-19,10,저축성보험,37591285
C100163,2026-06-19,10,보장성보험,25946362
C100164,2026-06-19,10,저축성보험,36570412
C100165,2026-06-19,10,보장성보험,27524285
C100166,2026-06-19,10,저축성보험,26457808
C100167,2026-06-19,10,저축성보험,42981922
C100168,2026-06-19,10,보장성보험,0
C100169,2026-06-19,10,저축성보험,42604541
C100170,2026-06-19,10,저축성보험,32653489
C100171,2026-06-19,10,저축성보험,30766201
C100172,2026-06-19,10,저축성보험,24731145
C100173,2026-06-19,10,보장성보험,25432491
C100174,2026-06-19,10,보장성보험,30844448
C100175,2026-06-19,10,보장성보험,12263090
C100176,2026-06-19,10,저축성보험,35390859
C100177,2026-06-19,10,저축성보험,2391007
C100178,2026-06-19,10,보장성보험,17690801
C100179,2026-06-19,10,저축성보험,0
C100180,2026-06-19,10,저축성보험,0
C100181,2026-06-19,10,보장성보험,0
C100182,2026-06-19,10,보장성보험,6521829
C100183,2026-06-19,10,보장성보험,0
C100184,2026-06-19,10,저축성보험,40794105
C100185,2026-06-19,10,보장성보험,44043627
C100186,2026-06-19,10,저축성보험,27737127
C100187,2026-06-19,10,저축성보험,7511934
C100188,2026-06-19,10,보장성보험,0
C100189,2026-06-19,10,저축성보험,29996836
C100190,2026-06-19,10,저축성보험,24646522
C100191,2026-06-19,10,보장성보험,0
C100192,2026-06-19,10,보장성보험,0
C100193,2026-06-19,10,저축성보험,0
C100194,2026-06-19,10,보장성보험,30666472
C100195,2026-06-19,10,보장성보험,19347379
C100196,2026-06-19,10,보장성보험,45535236
C100197,2026-06-19,10,저축성보험,29102515
C100198,2026-06-19,10,보장성보험,41820722
C100199,2026-06-19,10,저축성보험,26868802
C100200,2026-06-19,10,저축성보험,0
C100201,2026-06-19,10,저축성보험,0
C100202,2026-06-19,10,저축성보험,0
C100203,2026-06-19,10,저축성보험,0
C100204,2026-06-19,10,저축성보험,0
C100205,2026-06-19,10,저축성보험,25805902
C100206,2026-06-19,10,저축성보험,6885291
C100207,2026-06-19,10,저축성보험,30163085
C100208,2026-06-19,10,저축성보험,2343582
C100209,2026-06-19,10,보장성보험,0
C100210,2026-06-19,10,저축성보험,0
C100211,2026-06-19,10,보장성보험,0
C100212,2026-06-19,10,보장성보험,10266309
C100213,2026-06-19,10,저축성보험,19352233
C100214,2026-06-19,10,저축성보험,27555186
C100215,2026-06-19,10,저축성보험,28776291
C100216,2026-06-19,10,저축성보험,6307617
C100217,2026-06-19,10,보장성보험,0
C100218,2026-06-19,10,저축성보험,11736913
C100219,2026-06-19,10,보장성보험,6720128
C100220,2026-06-19,10,보장성보험,29722764
C100221,2026-06-19,10,보장성보험,23271773
C100222,2026-06-19,10,저축성보험,32358519
C100223,2026-06-19,10,저축성보험,41936714
C100224,2026-06-19,10,보장성보험,29285643
C100225,2026-06-19,10,보장성보험,0
C100226,2026-06-19,10,저축성보험,0
C100227,2026-06-19,10,저축성보험,0
C100228,2026-06-19,10,저축성보험,13172115
C100229,2026-06-19,10,저축성보험,0
C100230,2026-06-19,10,보장성보험,0
C100231,2026-06-19,10,저축성보험,5207126
C100232,2026-06-19,10,저축성보험,5010075
C100233,2026-06-19,10,저축성보험,1208323
C100234,2026-06-19,10,저축성보험,20265163
C100235,2026-06-19,10,저축성보험,15933926
C100236,2026-06-19,10,보장성보험,0
C100237,2026-06-19,10,저축성보험,2695873
C100238,2026-06-19,10,저축성보험,0
C100239,2026-06-19,10,보장성보험,0
C100240,2026-06-19,10,보장성보험,0
C100241,2026-06-19,10,저축성보험,19532705
C100242,2026-06-19,10,보장성보험,18315387
C100243,2026-06-19,10,저축성보험,43970197
C100244,2026-06-19,10,보장성보험,2880446
C100245,2026-06-19,10,보장성보험,30041800
C100246,2026-06-19,10,저축성보험,0
C100247,2026-06-19,10,보장성보험,0
C100248,2026-06-19,10,보장성보험,45252019
C100249,2026-06-19,10,보장성보험,51591773
C100250,2026-06-19,10,보장성보험,46166061
C100251,2026-06-19,10,보장성보험,0
C100252,2026-06-19,10,저축성보험,26359331
C100253,2026-06-19,10,저축성보험,35286718
C100254,2026-06-19,10,저축성보험,0
C100255,2026-06-19,10,보장성보험,0
C100256,2026-06-19,10,보장성보험,0
C100257,2026-06-19,10,보장성보험,39639125
C100258,2026-06-19,10,보장성보험,19620938
C100259,2026-06-19,10,저축성보험,0
C100260,2026-06-19,10,저축성보험,16771327
C100261,2026-06-19,10,저축성보험,0
