고객ID,기준일자,주차,상품구분,수신잔액
C100001,2026-06-12,9,정기예금,8452660
C100002,2026-06-12,9,정기예금,52827069
C100003,2026-06-12,9,적금,35662054
C100004,2026-06-12,9,적금,55162878
C100005,2026-06-12,9,입출금예금,41217896
C100006,2026-06-12,9,적금,2408441
C100007,2026-06-12,9,적금,67382222
C100008,2026-06-12,9,입출금예금,3447394
C100009,2026-06-12,9,적금,62157562
C100010,2026-06-12,9,입출금예금,9955544
C100011,2026-06-12,9,적금,69478475
C100012,2026-06-12,9,정기예금,64733472
C100013,2026-06-12,9,적금,27573008
C100014,2026-06-12,9,입출금예금,69959249
C100015,2026-06-12,9,정기예금,77210052
C100016,2026-06-12,9,적금,38597930
C100017,2026-06-12,9,입출금예금,4722967
C100018,2026-06-12,9,정기예금,80316833
C100019,2026-06-12,9,적금,74851928
C100020,2026-06-12,9,정기예금,41081391
C100021,2026-06-12,9,정기예금,37262052
C100022,2026-06-12,9,정기예금,59707838
C100023,2026-06-12,9,입출금예금,25308543
C100024,2026-06-12,9,정기예금,42545606
C100025,2026-06-12,9,입출금예금,7092919
C100026,2026-06-12,9,정기예금,63168522
C100027,2026-06-12,9,입출금예금,2104678
C100028,2026-06-12,9,정기예금,26423570
C100029,2026-06-12,9,정기예금,43236088
C100030,2026-06-12,9,정기예금,4129561
C100031,2026-06-12,9,적금,63923344
C100032,2026-06-12,9,적금,45880439
C100033,2026-06-12,9,적금,68823666
C100034,2026-06-12,9,적금,13007875
C100035,2026-06-12,9,입출금예금,58304295
C100036,2026-06-12,9,적금,63606679
C100037,2026-06-12,9,입출금예금,11190116
C100038,2026-06-12,9,정기예금,47126967
C100039,2026-06-12,9,적금,0
C100040,2026-06-12,9,적금,57512445
C100041,2026-06-12,9,입출금예금,59260206
C100042,2026-06-12,9,입출금예금,50152693
C100043,2026-06-12,9,적금,0
C100044,2026-06-12,9,정기예금,5383495
C100045,2026-06-12,9,적금,0
C100046,2026-06-12,9,적금,27735978
C100047,2026-06-12,9,적금,59082281
C100048,2026-06-12,9,입출금예금,60545466
C100049,2026-06-12,9,적금,47261684
C100050,2026-06-12,9,입출금예금,56822860
C100051,2026-06-12,9,적금,60448095
C100052,2026-06-12,9,정기예금,44587951
C100053,2026-06-12,9,입출금예금,24346205
C100054,2026-06-12,9,적금,72459470
C100055,2026-06-12,9,정기예금,36708774
C100056,2026-06-12,9,적금,27359364
C100057,2026-06-12,9,적금,46495473
C100058,2026-06-12,9,정기예금,37775487
C100059,2026-06-12,9,입출금예금,49360369
C100060,2026-06-12,9,정기예금,66105886
C100061,2026-06-12,9,정기예금,73468098
C100062,2026-06-12,9,적금,29216599
C100063,2026-06-12,9,적금,4336275
C100064,2026-06-12,9,적금,61260356
C100065,2026-06-12,9,입출금예금,51058823
C100066,2026-06-12,9,입출금예금,6555846
C100067,2026-06-12,9,정기예금,64301638
C100068,2026-06-12,9,정기예금,16901529
C100069,2026-06-12,9,적금,8455272
C100070,2026-06-12,9,적금,15406194
C100071,2026-06-12,9,입출금예금,33585835
C100072,2026-06-12,9,입출금예금,37833813
C100073,2026-06-12,9,적금,24902013
C100074,2026-06-12,9,정기예금,64230815
C100075,2026-06-12,9,입출금예금,70247212
C100076,2026-06-12,9,적금,67351978
C100077,2026-06-12,9,적금,36948269
C100078,2026-06-12,9,정기예금,56404562
C100079,2026-06-12,9,적금,27239221
C100080,2026-06-12,9,입출금예금,55928084
C100081,2026-06-12,9,입출금예금,20308273
C100082,2026-06-12,9,정기예금,37374552
C100083,2026-06-12,9,입출금예금,24234809
C100084,2026-06-12,9,적금,37838488
C100085,2026-06-12,9,적금,33000382
C100086,2026-06-12,9,입출금예금,54122316
C100087,2026-06-12,9,입출금예금,61793907
C100088,2026-06-12,9,입출금예금,26429948
C100089,2026-06-12,9,정기예금,59042173
C100090,2026-06-12,9,정기예금,60660472
C100091,2026-06-12,9,적금,0
C100092,2026-06-12,9,적금,51927148
C100093,2026-06-12,9,정기예금,12775644
C100094,2026-06-12,9,정기예금,27695606
C100095,2026-06-12,9,입출금예금,38389810
C100096,2026-06-12,9,정기예금,39207504
C100097,2026-06-12,9,입출금예금,24022471
C100098,2026-06-12,9,적금,21330379
C100099,2026-06-12,9,입출금예금,58386300
C100100,2026-06-12,9,입출금예금,78701059
C100101,2026-06-12,9,적금,35689250
C100102,2026-06-12,9,정기예금,45895360
C100103,2026-06-12,9,입출금예금,66861574
C100104,2026-06-12,9,적금,64358084
C100105,2026-06-12,9,입출금예금,38761283
C100106,2026-06-12,9,입출금예금,24151642
C100107,2026-06-12,9,입출금예금,67704659
C100108,2026-06-12,9,적금,3945646
C100109,2026-06-12,9,입출금예금,64075191
C100110,2026-06-12,9,입출금예금,27171747
C100111,2026-06-12,9,정기예금,40045868
C100112,2026-06-12,9,정기예금,31816217
C100113,2026-06-12,9,정기예금,24552818
C100114,2026-06-12,9,입출금예금,11118704
C100115,2026-06-12,9,적금,63538610
C100116,2026-06-12,9,입출금예금,39823915
C100117,2026-06-12,9,입출금예금,65541586
C100118,2026-06-12,9,정기예금,53512102
C100119,2026-06-12,9,입출금예금,42242207
C100120,2026-06-12,9,적금,45839130
C100121,2026-06-12,9,입출금예금,62161289
C100122,2026-06-12,9,입출금예금,71213155
C100123,2026-06-12,9,입출금예금,29567862
C100124,2026-06-12,9,입출금예금,34770895
C100125,2026-06-12,9,적금,23565186
C100126,2026-06-12,9,입출금예금,0
C100127,2026-06-12,9,입출금예금,77359622
C100128,2026-06-12,9,적금,38300326
C100129,2026-06-12,9,적금,46142101
C100130,2026-06-12,9,적금,47238352
C100131,2026-06-12,9,적금,34917451
C100132,2026-06-12,9,정기예금,67752437
C100133,2026-06-12,9,적금,69974398
C100134,2026-06-12,9,적금,28138012
C100135,2026-06-12,9,정기예금,22268816
C100136,2026-06-12,9,입출금예금,67368187
C100137,2026-06-12,9,정기예금,21244041
C100138,2026-06-12,9,적금,80271799
C100139,2026-06-12,9,정기예금,78892172
C100140,2026-06-12,9,입출금예금,43397646
C100141,2026-06-12,9,입출금예금,24686979
C100142,2026-06-12,9,입출금예금,46283396
C100143,2026-06-12,9,정기예금,34497953
C100144,2026-06-12,9,적금,8990399
C100145,2026-06-12,9,적금,38341484
C100146,2026-06-12,9,적금,29120040
C100147,2026-06-12,9,정기예금,0
C100148,2026-06-12,9,적금,36282864
C100149,2026-06-12,9,입출금예금,6226421
C100150,2026-06-12,9,입출금예금,80460557
C100151,2026-06-12,9,입출금예금,53280812
C100152,2026-06-12,9,적금,58079608
C100153,2026-06-12,9,입출금예금,69603706
C100154,2026-06-12,9,정기예금,31648598
C100155,2026-06-12,9,입출금예금,21706196
C100156,2026-06-12,9,적금,0
C100157,2026-06-12,9,적금,28311099
C100158,2026-06-12,9,입출금예금,5491708
