고객ID,기준일자,주차,카드구분,사용금액,사용건수
C100001,2026-06-12,9,체크카드,2726521,55
C100002,2026-06-12,9,신용카드,569297,11
C100003,2026-06-12,9,체크카드,0,0
C100004,2026-06-12,9,체크카드,0,0
C100005,2026-06-12,9,체크카드,3474666,69
C100006,2026-06-12,9,신용카드,0,0
C100007,2026-06-12,9,체크카드,3691903,74
C100008,2026-06-12,9,체크카드,28000000,8
C100009,2026-06-12,9,체크카드,671957,13
C100010,2026-06-12,9,신용카드,644864,13
C100011,2026-06-12,9,신용카드,3470269,69
C100012,2026-06-12,9,체크카드,2780158,56
C100013,2026-06-12,9,신용카드,566895,11
C100014,2026-06-12,9,신용카드,0,0
C100015,2026-06-12,9,체크카드,2246179,45
C100016,2026-06-12,9,체크카드,277668,6
C100017,2026-06-12,9,체크카드,946449,19
C100018,2026-06-12,9,신용카드,820156,16
C100019,2026-06-12,9,체크카드,2424219,48
C100020,2026-06-12,9,체크카드,2792151,56
C100021,2026-06-12,9,체크카드,1174895,23
C100022,2026-06-12,9,신용카드,3089638,62
C100023,2026-06-12,9,체크카드,0,0
C100024,2026-06-12,9,신용카드,1449341,29
C100025,2026-06-12,9,체크카드,2745529,55
C100026,2026-06-12,9,신용카드,877977,18
C100027,2026-06-12,9,신용카드,1219615,24
C100028,2026-06-12,9,신용카드,908332,18
C100029,2026-06-12,9,체크카드,1566518,31
C100030,2026-06-12,9,체크카드,0,0
C100031,2026-06-12,9,신용카드,2456218,49
C100032,2026-06-12,9,체크카드,2009124,40
C100033,2026-06-12,9,체크카드,35000000,0
C100034,2026-06-12,9,체크카드,2868155,57
C100035,2026-06-12,9,체크카드,2878793,58
C100036,2026-06-12,9,신용카드,2565688,51
C100037,2026-06-12,9,체크카드,977389,20
C100038,2026-06-12,9,신용카드,275801,6
C100039,2026-06-12,9,체크카드,3935021,79
C100040,2026-06-12,9,체크카드,2635011,53
C100041,2026-06-12,9,체크카드,0,0
C100042,2026-06-12,9,체크카드,2328350,47
C100043,2026-06-12,9,체크카드,491743,10
C100044,2026-06-12,9,체크카드,0,0
C100045,2026-06-12,9,체크카드,2265161,45
C100046,2026-06-12,9,신용카드,0,0
C100047,2026-06-12,9,신용카드,1355174,27
C100048,2026-06-12,9,신용카드,2920628,58
C100049,2026-06-12,9,체크카드,1578369,32
C100050,2026-06-12,9,신용카드,2909701,58
C100051,2026-06-12,9,체크카드,1385097,28
C100052,2026-06-12,9,신용카드,3127086,63
C100053,2026-06-12,9,신용카드,37000000,0
C100054,2026-06-12,9,체크카드,99665,2
C100055,2026-06-12,9,체크카드,191717,4
C100056,2026-06-12,9,체크카드,3281767,66
C100057,2026-06-12,9,체크카드,0,0
C100058,2026-06-12,9,신용카드,3265210,65
C100059,2026-06-12,9,체크카드,0,0
C100060,2026-06-12,9,체크카드,2672623,53
C100061,2026-06-12,9,신용카드,3620896,72
C100062,2026-06-12,9,체크카드,622897,12
C100063,2026-06-12,9,체크카드,1056741,21
C100064,2026-06-12,9,체크카드,2876281,58
C100065,2026-06-12,9,체크카드,3163347,63
C100066,2026-06-12,9,체크카드,1327740,27
C100067,2026-06-12,9,신용카드,3210748,64
C100068,2026-06-12,9,체크카드,3061729,61
C100069,2026-06-12,9,신용카드,3386373,68
C100070,2026-06-12,9,체크카드,939596,19
C100071,2026-06-12,9,신용카드,317091,6
C100072,2026-06-12,9,체크카드,3091431,62
C100073,2026-06-12,9,신용카드,926420,19
C100074,2026-06-12,9,신용카드,3485332,70
C100075,2026-06-12,9,신용카드,2714437,54
C100076,2026-06-12,9,체크카드,3409509,68
C100077,2026-06-12,9,체크카드,1603635,32
C100078,2026-06-12,9,체크카드,1803408,36
C100079,2026-06-12,9,체크카드,0,0
C100080,2026-06-12,9,신용카드,2097995,42
C100081,2026-06-12,9,신용카드,1394086,28
C100082,2026-06-12,9,신용카드,418633,8
C100083,2026-06-12,9,신용카드,1130438,23
C100084,2026-06-12,9,신용카드,1982522,40
C100085,2026-06-12,9,체크카드,0,0
C100086,2026-06-12,9,체크카드,2041481,41
C100087,2026-06-12,9,신용카드,0,0
C100088,2026-06-12,9,신용카드,0,0
C100089,2026-06-12,9,체크카드,1111266,22
C100090,2026-06-12,9,신용카드,538025,11
C100091,2026-06-12,9,체크카드,3436424,69
C100092,2026-06-12,9,신용카드,3519885,70
C100093,2026-06-12,9,체크카드,757980,15
C100094,2026-06-12,9,신용카드,2539162,51
C100095,2026-06-12,9,체크카드,755429,15
C100096,2026-06-12,9,신용카드,1223704,24
C100097,2026-06-12,9,신용카드,3614140,72
C100098,2026-06-12,9,체크카드,1629614,33
C100099,2026-06-12,9,체크카드,379623,8
C100100,2026-06-12,9,체크카드,1552309,31
C100101,2026-06-12,9,체크카드,3073913,61
C100102,2026-06-12,9,신용카드,3478383,70
