고객ID,기준일자,주차,상품구분,수신잔액
C100001,2026-06-26,11,정기예금,8547586
C100002,2026-06-26,11,정기예금,51015469
C100003,2026-06-26,11,적금,39003753
C100004,2026-06-26,11,적금,56378482
C100005,2026-06-26,11,입출금예금,39918108
C100006,2026-06-26,11,적금,2573791
C100007,2026-06-26,11,적금,64274901
C100008,2026-06-26,11,입출금예금,3596525
C100009,2026-06-26,11,적금,62197284
C100010,2026-06-26,11,입출금예금,9785609
C100011,2026-06-26,11,적금,69025691
C100012,2026-06-26,11,정기예금,61035171
C100013,2026-06-26,11,적금,29536206
C100014,2026-06-26,11,입출금예금,79915901
C100015,2026-06-26,11,정기예금,74024690
C100016,2026-06-26,11,적금,38706037
C100017,2026-06-26,11,입출금예금,4999798
C100018,2026-06-26,11,정기예금,75798556
C100019,2026-06-26,11,적금,75142418
C100020,2026-06-26,11,정기예금,43344092
C100021,2026-06-26,11,정기예금,37747382
C100022,2026-06-26,11,정기예금,53886324
C100023,2026-06-26,11,입출금예금,23732058
C100024,2026-06-26,11,정기예금,40824413
C100025,2026-06-26,11,입출금예금,6993474
C100026,2026-06-26,11,정기예금,61690083
C100027,2026-06-26,11,입출금예금,2126650
C100028,2026-06-26,11,정기예금,26103175
C100029,2026-06-26,11,정기예금,41457530
C100030,2026-06-26,11,정기예금,4465616
C100031,2026-06-26,11,적금,72008295
C100032,2026-06-26,11,적금,46353846
C100033,2026-06-26,11,적금,68959658
C100034,2026-06-26,11,적금,12943436
C100035,2026-06-26,11,입출금예금,59536731
C100036,2026-06-26,11,적금,61477270
C100037,2026-06-26,11,입출금예금,12311281
C100038,2026-06-26,11,정기예금,48380036
C100039,2026-06-26,11,적금,0
C100040,2026-06-26,11,적금,56633011
C100041,2026-06-26,11,입출금예금,60000000
C100042,2026-06-26,11,입출금예금,53292768
C100043,2026-06-26,11,적금,0
C100044,2026-06-26,11,정기예금,5624729
C100045,2026-06-26,11,적금,0
C100046,2026-06-26,11,적금,26972407
C100047,2026-06-26,11,적금,56956973
C100048,2026-06-26,11,입출금예금,63618824
C100049,2026-06-26,11,적금,48862458
C100050,2026-06-26,11,입출금예금,60000000
C100051,2026-06-26,11,적금,64646313
C100052,2026-06-26,11,정기예금,43580602
C100053,2026-06-26,11,입출금예금,23580953
C100054,2026-06-26,11,적금,76050922
C100055,2026-06-26,11,정기예금,36308420
C100056,2026-06-26,11,적금,26814714
C100057,2026-06-26,11,적금,51197966
C100058,2026-06-26,11,정기예금,38023743
C100059,2026-06-26,11,입출금예금,49976200
C100060,2026-06-26,11,정기예금,67523193
C100061,2026-06-26,11,정기예금,75766397
C100062,2026-06-26,11,적금,85000000
C100063,2026-06-26,11,적금,4395463
C100064,2026-06-26,11,적금,64746272
C100065,2026-06-26,11,입출금예금,48414316
C100066,2026-06-26,11,입출금예금,6519923
C100067,2026-06-26,11,정기예금,68443877
C100068,2026-06-26,11,정기예금,17700848
C100069,2026-06-26,11,적금,8454620
