고객ID,기준일자,주차,상품구분,보험잔액
C100001,2026-06-26,11,저축성보험,0
C100002,2026-06-26,11,저축성보험,0
C100003,2026-06-26,11,저축성보험,18647047
C100004,2026-06-26,11,보장성보험,0
C100005,2026-06-26,11,저축성보험,29143240
C100006,2026-06-26,11,보장성보험,0
C100007,2026-06-26,11,저축성보험,0
C100008,2026-06-26,11,보장성보험,40946173
C100009,2026-06-26,11,보장성보험,0
C100010,2026-06-26,11,저축성보험,0
C100011,2026-06-26,11,보장성보험,46078607
C100012,2026-06-26,11,보장성보험,0
C100013,2026-06-26,11,저축성보험,18822675
C100014,2026-06-26,11,보장성보험,21874036
C100015,2026-06-26,11,보장성보험,16459814
C100016,2026-06-26,11,보장성보험,7247581
C100017,2026-06-26,11,저축성보험,35595310
C100018,2026-06-26,11,저축성보험,44089766
C100019,2026-06-26,11,보장성보험,11875296
C100020,2026-06-26,11,보장성보험,0
C100021,2026-06-26,11,저축성보험,16632220
C100022,2026-06-26,11,저축성보험,11480239
C100023,2026-06-26,11,보장성보험,45565249
C100024,2026-06-26,11,저축성보험,0
C100025,2026-06-26,11,보장성보험,0
C100026,2026-06-26,11,보장성보험,0
C100027,2026-06-26,11,저축성보험,30934613
C100028,2026-06-26,11,보장성보험,37679822
C100029,2026-06-26,11,보장성보험,22412994
C100030,2026-06-26,11,보장성보험,0
C100031,2026-06-26,11,저축성보험,0
C100032,2026-06-26,11,저축성보험,0
C100033,2026-06-26,11,저축성보험,0
C100034,2026-06-26,11,저축성보험,10376552
C100035,2026-06-26,11,보장성보험,0
C100036,2026-06-26,11,저축성보험,0
C100037,2026-06-26,11,저축성보험,4090947
C100038,2026-06-26,11,저축성보험,9772270
C100039,2026-06-26,11,보장성보험,16310618
C100040,2026-06-26,11,보장성보험,0
C100041,2026-06-26,11,보장성보험,0
C100042,2026-06-26,11,보장성보험,0
C100043,2026-06-26,11,보장성보험,16048436
C100044,2026-06-26,11,보장성보험,19868679
C100045,2026-06-26,11,보장성보험,45070462
C100046,2026-06-26,11,저축성보험,0
C100047,2026-06-26,11,보장성보험,16530751
C100048,2026-06-26,11,저축성보험,3784014
C100049,2026-06-26,11,보장성보험,0
C100050,2026-06-26,11,저축성보험,8511222
C100051,2026-06-26,11,저축성보험,37841291
C100052,2026-06-26,11,저축성보험,30620638
C100053,2026-06-26,11,보장성보험,28178258
C100054,2026-06-26,11,보장성보험,17090531
C100055,2026-06-26,11,저축성보험,0
C100056,2026-06-26,11,보장성보험,31918947
C100057,2026-06-26,11,저축성보험,0
C100058,2026-06-26,11,저축성보험,24418178
C100059,2026-06-26,11,보장성보험,45844654
C100060,2026-06-26,11,보장성보험,33941936
C100061,2026-06-26,11,저축성보험,0
C100062,2026-06-26,11,보장성보험,16087132
C100063,2026-06-26,11,보장성보험,0
C100064,2026-06-26,11,저축성보험,36801038
C100065,2026-06-26,11,보장성보험,41999354
C100066,2026-06-26,11,저축성보험,0
C100067,2026-06-26,11,보장성보험,0
C100068,2026-06-26,11,저축성보험,20011418
C100069,2026-06-26,11,저축성보험,13119617
C100070,2026-06-26,11,보장성보험,28147741
C100071,2026-06-26,11,저축성보험,0
C100072,2026-06-26,11,보장성보험,15878612
C100073,2026-06-26,11,저축성보험,32857825
C100074,2026-06-26,11,보장성보험,0
C100075,2026-06-26,11,보장성보험,0
C100076,2026-06-26,11,저축성보험,29213085
C100077,2026-06-26,11,보장성보험,0
C100078,2026-06-26,11,저축성보험,22905127
C100079,2026-06-26,11,보장성보험,12495274
C100080,2026-06-26,11,저축성보험,22548794
C100081,2026-06-26,11,저축성보험,31578356
C100082,2026-06-26,11,저축성보험,44197038
C100083,2026-06-26,11,보장성보험,0
C100084,2026-06-26,11,저축성보험,0
C100085,2026-06-26,11,저축성보험,33365995
C100086,2026-06-26,11,저축성보험,48263253
C100087,2026-06-26,11,저축성보험,0
C100088,2026-06-26,11,저축성보험,37058390
C100089,2026-06-26,11,보장성보험,36771911
C100090,2026-06-26,11,저축성보험,0
C100091,2026-06-26,11,보장성보험,27225082
C100092,2026-06-26,11,보장성보험,48046266
C100093,2026-06-26,11,보장성보험,0
C100094,2026-06-26,11,저축성보험,23852035
C100095,2026-06-26,11,저축성보험,12651087
C100096,2026-06-26,11,저축성보험,3310724
C100097,2026-06-26,11,보장성보험,0
C100098,2026-06-26,11,보장성보험,0
C100099,2026-06-26,11,보장성보험,0
C100100,2026-06-26,11,저축성보험,0
C100101,2026-06-26,11,보장성보험,13311166
C100102,2026-06-26,11,저축성보험,0
C100103,2026-06-26,11,보장성보험,34866290
C100104,2026-06-26,11,저축성보험,28759433
C100105,2026-06-26,11,보장성보험,0
C100106,2026-06-26,11,저축성보험,8716249
C100107,2026-06-26,11,저축성보험,0
C100108,2026-06-26,11,보장성보험,21948996
C100109,2026-06-26,11,저축성보험,39571420
C100110,2026-06-26,11,저축성보험,25013601
C100111,2026-06-26,11,저축성보험,44395755
C100112,2026-06-26,11,보장성보험,0
C100113,2026-06-26,11,보장성보험,0
C100114,2026-06-26,11,저축성보험,31958417
C100115,2026-06-26,11,저축성보험,41988093
C100116,2026-06-26,11,보장성보험,3389910
C100117,2026-06-26,11,저축성보험,0
C100118,2026-06-26,11,저축성보험,0
C100119,2026-06-26,11,보장성보험,0
C100120,2026-06-26,11,저축성보험,42628979
C100121,2026-06-26,11,저축성보험,15775521
C100122,2026-06-26,11,보장성보험,22852327
C100123,2026-06-26,11,저축성보험,15662886
C100124,2026-06-26,11,보장성보험,34036481
C100125,2026-06-26,11,저축성보험,39281845
C100126,2026-06-26,11,저축성보험,0
C100127,2026-06-26,11,보장성보험,0
C100128,2026-06-26,11,보장성보험,25156232
C100129,2026-06-26,11,보장성보험,3440916
C100130,2026-06-26,11,저축성보험,26371936
C100131,2026-06-26,11,저축성보험,24659406
C100132,2026-06-26,11,보장성보험,0
C100133,2026-06-26,11,보장성보험,2674230
C100134,2026-06-26,11,보장성보험,31658323
C100135,2026-06-26,11,저축성보험,5387464
C100136,2026-06-26,11,보장성보험,0
C100137,2026-06-26,11,저축성보험,47035463
C100138,2026-06-26,11,보장성보험,8774261
C100139,2026-06-26,11,보장성보험,18556883
C100140,2026-06-26,11,저축성보험,0
C100141,2026-06-26,11,저축성보험,0
C100142,2026-06-26,11,보장성보험,40539522
C100143,2026-06-26,11,저축성보험,0
C100144,2026-06-26,11,저축성보험,0
C100145,2026-06-26,11,보장성보험,0
C100146,2026-06-26,11,보장성보험,48603765
C100147,2026-06-26,11,보장성보험,10727493
C100148,2026-06-26,11,보장성보험,27479906
C100149,2026-06-26,11,저축성보험,32178963
C100150,2026-06-26,11,저축성보험,0
C100151,2026-06-26,11,보장성보험,39474616
C100152,2026-06-26,11,보장성보험,0
C100153,2026-06-26,11,보장성보험,0
C100154,2026-06-26,11,보장성보험,45239131
C100155,2026-06-26,11,저축성보험,28752596
C100156,2026-06-26,11,보장성보험,4258917
C100157,2026-06-26,11,보장성보험,25014793
C100158,2026-06-26,11,저축성보험,52314579
C100159,2026-06-26,11,보장성보험,2419190
C100160,2026-06-26,11,보장성보험,0
C100161,2026-06-26,11,보장성보험,14010974
C100162,2026-06-26,11,저축성보험,37208470
C100163,2026-06-26,11,보장성보험,25200645
C100164,2026-06-26,11,저축성보험,36697967
C100165,2026-06-26,11,보장성보험,27646547
C100166,2026-06-26,11,저축성보험,26363872
C100167,2026-06-26,11,저축성보험,45066450
C100168,2026-06-26,11,보장성보험,0
C100169,2026-06-26,11,저축성보험,44531864
C100170,2026-06-26,11,저축성보험,30155649
C100171,2026-06-26,11,저축성보험,31882499
C100172,2026-06-26,11,저축성보험,23256843
C100173,2026-06-26,11,보장성보험,24825730
C100174,2026-06-26,11,보장성보험,28720810
C100175,2026-06-26,11,보장성보험,12345820
C100176,2026-06-26,11,저축성보험,34832107
C100177,2026-06-26,11,저축성보험,2541872
C100178,2026-06-26,11,보장성보험,16930002
C100179,2026-06-26,11,저축성보험,0
C100180,2026-06-26,11,저축성보험,0
C100181,2026-06-26,11,보장성보험,0
C100182,2026-06-26,11,보장성보험,6513954
C100183,2026-06-26,11,보장성보험,0
C100184,2026-06-26,11,저축성보험,41227901
C100185,2026-06-26,11,보장성보험,42453364
C100186,2026-06-26,11,저축성보험,28241821
C100187,2026-06-26,11,저축성보험,7057224
C100188,2026-06-26,11,보장성보험,0
C100189,2026-06-26,11,저축성보험,30616871
C100190,2026-06-26,11,저축성보험,24075333
C100191,2026-06-26,11,보장성보험,0
C100192,2026-06-26,11,보장성보험,0
C100193,2026-06-26,11,저축성보험,0
C100194,2026-06-26,11,보장성보험,29280137
C100195,2026-06-26,11,보장성보험,18658431
C100196,2026-06-26,11,보장성보험,42319987
C100197,2026-06-26,11,저축성보험,28190393
C100198,2026-06-26,11,보장성보험,38105389
C100199,2026-06-26,11,저축성보험,25403850
C100200,2026-06-26,11,저축성보험,0
C100201,2026-06-26,11,저축성보험,0
C100202,2026-06-26,11,저축성보험,0
C100203,2026-06-26,11,저축성보험,0
C100204,2026-06-26,11,저축성보험,0
C100205,2026-06-26,11,저축성보험,25171146
C100206,2026-06-26,11,저축성보험,6528711
C100207,2026-06-26,11,저축성보험,29951473
C100208,2026-06-26,11,저축성보험,2385816
C100209,2026-06-26,11,보장성보험,0
C100210,2026-06-26,11,저축성보험,0
C100211,2026-06-26,11,보장성보험,0
C100212,2026-06-26,11,보장성보험,10677133
C100213,2026-06-26,11,저축성보험,18702174
C100214,2026-06-26,11,저축성보험,26788005
C100215,2026-06-26,11,저축성보험,28174822
C100216,2026-06-26,11,저축성보험,6332574
C100217,2026-06-26,11,보장성보험,0
C100218,2026-06-26,11,저축성보험,13063843
C100219,2026-06-26,11,보장성보험,5901049
C100220,2026-06-26,11,보장성보험,27914349
C100221,2026-06-26,11,보장성보험,22302850
C100222,2026-06-26,11,저축성보험,33938398
C100223,2026-06-26,11,저축성보험,43860323
C100224,2026-06-26,11,보장성보험,30899446
C100225,2026-06-26,11,보장성보험,0
C100226,2026-06-26,11,저축성보험,0
C100227,2026-06-26,11,저축성보험,0
C100228,2026-06-26,11,저축성보험,13624049
C100229,2026-06-26,11,저축성보험,0
C100230,2026-06-26,11,보장성보험,0
C100231,2026-06-26,11,저축성보험,4969712
C100232,2026-06-26,11,저축성보험,4704480
C100233,2026-06-26,11,저축성보험,1220687
C100234,2026-06-26,11,저축성보험,20485565
C100235,2026-06-26,11,저축성보험,16520908
C100236,2026-06-26,11,보장성보험,0
C100237,2026-06-26,11,저축성보험,2758129
C100238,2026-06-26,11,저축성보험,0
C100239,2026-06-26,11,보장성보험,0
C100240,2026-06-26,11,보장성보험,0
C100241,2026-06-26,11,저축성보험,18838815
C100242,2026-06-26,11,보장성보험,19988785
C100243,2026-06-26,11,저축성보험,43353546
C100244,2026-06-26,11,보장성보험,2991228
C100245,2026-06-26,11,보장성보험,27495974
C100246,2026-06-26,11,저축성보험,0
C100247,2026-06-26,11,보장성보험,0
C100248,2026-06-26,11,보장성보험,46797233
C100249,2026-06-26,11,보장성보험,53993165
C100250,2026-06-26,11,보장성보험,44134309
C100251,2026-06-26,11,보장성보험,0
C100252,2026-06-26,11,저축성보험,25145242
C100253,2026-06-26,11,저축성보험,34054017
C100254,2026-06-26,11,저축성보험,0
C100255,2026-06-26,11,보장성보험,0
C100256,2026-06-26,11,보장성보험,0
C100257,2026-06-26,11,보장성보험,38921825
C100258,2026-06-26,11,보장성보험,19773476
C100259,2026-06-26,11,저축성보험,0
C100260,2026-06-26,11,저축성보험,16882167
C100261,2026-06-26,11,저축성보험,0
C100262,2026-06-26,11,보장성보험,19048079
C100263,2026-06-26,11,저축성보험,0
C100264,2026-06-26,11,저축성보험,22076471
C100265,2026-06-26,11,보장성보험,0
C100266,2026-06-26,11,저축성보험,0
C100267,2026-06-26,11,보장성보험,8439939
C100268,2026-06-26,11,저축성보험,0
C100269,2026-06-26,11,저축성보험,0
C100270,2026-06-26,11,보장성보험,20702157
C100271,2026-06-26,11,저축성보험,11200547
C100272,2026-06-26,11,저축성보험,48727207
C100273,2026-06-26,11,저축성보험,13708726
C100274,2026-06-26,11,저축성보험,0
C100275,2026-06-26,11,저축성보험,0
C100276,2026-06-26,11,저축성보험,14311048
C100277,2026-06-26,11,보장성보험,0
C100278,2026-06-26,11,저축성보험,42710206
C100279,2026-06-26,11,저축성보험,0
C100280,2026-06-26,11,보장성보험,0
C100281,2026-06-26,11,저축성보험,0
C100282,2026-06-26,11,보장성보험,37311205
C100283,2026-06-26,11,보장성보험,0
C100284,2026-06-26,11,보장성보험,40518279
C100285,2026-06-26,11,저축성보험,9300961
C100286,2026-06-26,11,저축성보험,0
C100287,2026-06-26,11,보장성보험,33519348
C100288,2026-06-26,11,보장성보험,14873245
C100289,2026-06-26,11,저축성보험,12669813
C100290,2026-06-26,11,보장성보험,0
C100291,2026-06-26,11,보장성보험,13583413
C100292,2026-06-26,11,보장성보험,0
C100293,2026-06-26,11,저축성보험,0
C100294,2026-06-26,11,저축성보험,25498908
C100295,2026-06-26,11,저축성보험,29620379
C100296,2026-06-26,11,보장성보험,0
C100297,2026-06-26,11,저축성보험,9669065
C100298,2026-06-26,11,저축성보험,20173617
C100299,2026-06-26,11,보장성보험,20100801
C100300,2026-06-26,11,저축성보험,0
C100301,2026-06-26,11,보장성보험,49311413
C100302,2026-06-26,11,보장성보험,0
C100303,2026-06-26,11,보장성보험,0
C100304,2026-06-26,11,저축성보험,0
C100305,2026-06-26,11,저축성보험,10207546
C100306,2026-06-26,11,보장성보험,12044348
C100307,2026-06-26,11,저축성보험,0
C100308,2026-06-26,11,보장성보험,0
C100309,2026-06-26,11,보장성보험,48251922
C100310,2026-06-26,11,보장성보험,9424671
C100311,2026-06-26,11,저축성보험,4539871
C100312,2026-06-26,11,보장성보험,28232420
C100313,2026-06-26,11,보장성보험,1834864
C100314,2026-06-26,11,보장성보험,0
C100315,2026-06-26,11,보장성보험,33056804
C100316,2026-06-26,11,보장성보험,0
C100317,2026-06-26,11,저축성보험,49423492
C100318,2026-06-26,11,저축성보험,20933994
C100319,2026-06-26,11,보장성보험,36868327
C100320,2026-06-26,11,저축성보험,13116623
C100321,2026-06-26,11,보장성보험,0
C100322,2026-06-26,11,저축성보험,0
C100323,2026-06-26,11,저축성보험,44528606
C100324,2026-06-26,11,보장성보험,5842223
C100325,2026-06-26,11,보장성보험,18060199
C100326,2026-06-26,11,저축성보험,46961953
C100327,2026-06-26,11,저축성보험,41239735
C100328,2026-06-26,11,보장성보험,39938475
C100329,2026-06-26,11,저축성보험,40454528
C100330,2026-06-26,11,보장성보험,41781256
C100331,2026-06-26,11,보장성보험,27486780
C100332,2026-06-26,11,보장성보험,0
