고객ID,기준일자,주차,상품구분,여신잔액
C100001,2026-05-08,4,신용대출,0
C100002,2026-05-08,4,신용대출,0
C100003,2026-05-08,4,주택담보대출,46128894
C100004,2026-05-08,4,주택담보대출,33612377
C100005,2026-05-08,4,신용대출,5982322
C100006,2026-05-08,4,전세자금대출,23190205
C100007,2026-05-08,4,전세자금대출,0
C100008,2026-05-08,4,신용대출,105670707
C100009,2026-05-08,4,주택담보대출,0
C100010,2026-05-08,4,주택담보대출,105705382
C100011,2026-05-08,4,신용대출,0
C100012,2026-05-08,4,신용대출,0
C100013,2026-05-08,4,신용대출,0
C100014,2026-05-08,4,전세자금대출,63583486
C100015,2026-05-08,4,신용대출,108838210
C100016,2026-05-08,4,주택담보대출,70825391
C100017,2026-05-08,4,주택담보대출,44606446
C100018,2026-05-08,4,주택담보대출,90113890
C100019,2026-05-08,4,전세자금대출,0
C100020,2026-05-08,4,전세자금대출,0
C100021,2026-05-08,4,신용대출,17725113
C100022,2026-05-08,4,전세자금대출,11456938
C100023,2026-05-08,4,전세자금대출,9138732
C100024,2026-05-08,4,신용대출,33202697
C100025,2026-05-08,4,신용대출,88966728
C100026,2026-05-08,4,신용대출,10114268
C100027,2026-05-08,4,전세자금대출,98388645
C100028,2026-05-08,4,전세자금대출,103481457
C100029,2026-05-08,4,전세자금대출,108701571
C100030,2026-05-08,4,전세자금대출,0
C100031,2026-05-08,4,신용대출,0
C100032,2026-05-08,4,전세자금대출,51402086
C100033,2026-05-08,4,주택담보대출,0
C100034,2026-05-08,4,전세자금대출,0
C100035,2026-05-08,4,주택담보대출,95334007
C100036,2026-05-08,4,주택담보대출,83694754
C100037,2026-05-08,4,전세자금대출,62757519
C100038,2026-05-08,4,전세자금대출,0
C100039,2026-05-08,4,주택담보대출,26733525
C100040,2026-05-08,4,신용대출,0
C100041,2026-05-08,4,신용대출,33617799
C100042,2026-05-08,4,신용대출,105626489
C100043,2026-05-08,4,신용대출,78698842
C100044,2026-05-08,4,신용대출,4919367
C100045,2026-05-08,4,신용대출,0
C100046,2026-05-08,4,신용대출,0
C100047,2026-05-08,4,전세자금대출,63653820
C100048,2026-05-08,4,주택담보대출,50573287
C100049,2026-05-08,4,신용대출,0
C100050,2026-05-08,4,신용대출,95005403
C100051,2026-05-08,4,신용대출,0
C100052,2026-05-08,4,주택담보대출,0
C100053,2026-05-08,4,신용대출,102144813
C100054,2026-05-08,4,주택담보대출,42701231
C100055,2026-05-08,4,전세자금대출,89591078
C100056,2026-05-08,4,전세자금대출,0
C100057,2026-05-08,4,전세자금대출,6214562
C100058,2026-05-08,4,주택담보대출,0
C100059,2026-05-08,4,주택담보대출,0
C100060,2026-05-08,4,주택담보대출,35730480
C100061,2026-05-08,4,신용대출,30218527
C100062,2026-05-08,4,신용대출,0
C100063,2026-05-08,4,주택담보대출,23359229
C100064,2026-05-08,4,주택담보대출,10901007
C100065,2026-05-08,4,주택담보대출,0
C100066,2026-05-08,4,신용대출,0
C100067,2026-05-08,4,신용대출,0
C100068,2026-05-08,4,신용대출,0
C100069,2026-05-08,4,주택담보대출,99303764
C100070,2026-05-08,4,주택담보대출,108040113
C100071,2026-05-08,4,전세자금대출,39461543
C100072,2026-05-08,4,전세자금대출,101003366
C100073,2026-05-08,4,전세자금대출,0
C100074,2026-05-08,4,전세자금대출,22631801
C100075,2026-05-08,4,전세자금대출,0
C100076,2026-05-08,4,신용대출,59854734
C100077,2026-05-08,4,주택담보대출,6026245
C100078,2026-05-08,4,전세자금대출,65373387
C100079,2026-05-08,4,신용대출,0
C100080,2026-05-08,4,주택담보대출,31144187
C100081,2026-05-08,4,주택담보대출,23182544
C100082,2026-05-08,4,신용대출,12193569
C100083,2026-05-08,4,전세자금대출,54815349
C100084,2026-05-08,4,전세자금대출,40009685
C100085,2026-05-08,4,주택담보대출,27574390
C100086,2026-05-08,4,신용대출,0
C100087,2026-05-08,4,주택담보대출,75761266
C100088,2026-05-08,4,주택담보대출,59691395
C100089,2026-05-08,4,신용대출,16738809
C100090,2026-05-08,4,주택담보대출,67341443
C100091,2026-05-08,4,전세자금대출,8626447
C100092,2026-05-08,4,신용대출,106388317
C100093,2026-05-08,4,주택담보대출,80275336
C100094,2026-05-08,4,주택담보대출,0
C100095,2026-05-08,4,전세자금대출,52514914
C100096,2026-05-08,4,전세자금대출,101233903
C100097,2026-05-08,4,신용대출,0
C100098,2026-05-08,4,전세자금대출,59643984
C100099,2026-05-08,4,신용대출,41932343
C100100,2026-05-08,4,신용대출,0
C100101,2026-05-08,4,전세자금대출,106965597
C100102,2026-05-08,4,신용대출,104606721
C100103,2026-05-08,4,전세자금대출,81805358
C100104,2026-05-08,4,전세자금대출,0
C100105,2026-05-08,4,전세자금대출,0
C100106,2026-05-08,4,신용대출,57883330
C100107,2026-05-08,4,주택담보대출,98082600
C100108,2026-05-08,4,신용대출,97619983
C100109,2026-05-08,4,주택담보대출,45601899
C100110,2026-05-08,4,주택담보대출,37345734
C100111,2026-05-08,4,전세자금대출,53878995
C100112,2026-05-08,4,신용대출,53080142
C100113,2026-05-08,4,신용대출,74993701
C100114,2026-05-08,4,주택담보대출,7153421
C100115,2026-05-08,4,신용대출,17879816
C100116,2026-05-08,4,주택담보대출,60711986
C100117,2026-05-08,4,전세자금대출,91882492
C100118,2026-05-08,4,신용대출,83359257
C100119,2026-05-08,4,전세자금대출,0
C100120,2026-05-08,4,신용대출,0
C100121,2026-05-08,4,주택담보대출,38685679
C100122,2026-05-08,4,신용대출,58091723
C100123,2026-05-08,4,전세자금대출,0
C100124,2026-05-08,4,신용대출,55056545
C100125,2026-05-08,4,주택담보대출,29872429
C100126,2026-05-08,4,신용대출,14698348
C100127,2026-05-08,4,신용대출,107878451
C100128,2026-05-08,4,신용대출,0
C100129,2026-05-08,4,신용대출,81833683
C100130,2026-05-08,4,전세자금대출,53872932
C100131,2026-05-08,4,신용대출,42653520
C100132,2026-05-08,4,주택담보대출,41174831
C100133,2026-05-08,4,신용대출,0
C100134,2026-05-08,4,주택담보대출,70587737
C100135,2026-05-08,4,주택담보대출,16229057
C100136,2026-05-08,4,주택담보대출,55443070
C100137,2026-05-08,4,전세자금대출,35730480
C100138,2026-05-08,4,전세자금대출,0
C100139,2026-05-08,4,신용대출,0
C100140,2026-05-08,4,전세자금대출,21067800
C100141,2026-05-08,4,주택담보대출,66470371
C100142,2026-05-08,4,주택담보대출,84518839
C100143,2026-05-08,4,전세자금대출,93449463
C100144,2026-05-08,4,전세자금대출,12100160
C100145,2026-05-08,4,주택담보대출,0
C100146,2026-05-08,4,주택담보대출,34452246
C100147,2026-05-08,4,주택담보대출,0
C100148,2026-05-08,4,주택담보대출,0
C100149,2026-05-08,4,전세자금대출,11588025
C100150,2026-05-08,4,전세자금대출,0
C100151,2026-05-08,4,신용대출,111372681
C100152,2026-05-08,4,주택담보대출,33637178
C100153,2026-05-08,4,신용대출,67209199
C100154,2026-05-08,4,전세자금대출,46496555
C100155,2026-05-08,4,신용대출,115449948
C100156,2026-05-08,4,신용대출,34737534
C100157,2026-05-08,4,전세자금대출,0
C100158,2026-05-08,4,주택담보대출,0
C100159,2026-05-08,4,신용대출,42800566
C100160,2026-05-08,4,신용대출,104433493
C100161,2026-05-08,4,전세자금대출,0
C100162,2026-05-08,4,전세자금대출,0
C100163,2026-05-08,4,신용대출,70818661
C100164,2026-05-08,4,신용대출,23262290
C100165,2026-05-08,4,전세자금대출,72188084
C100166,2026-05-08,4,전세자금대출,48629842
C100167,2026-05-08,4,신용대출,27476409
C100168,2026-05-08,4,주택담보대출,57070232
C100169,2026-05-08,4,주택담보대출,79974205
C100170,2026-05-08,4,전세자금대출,121269307
C100171,2026-05-08,4,신용대출,91682706
C100172,2026-05-08,4,주택담보대출,0
C100173,2026-05-08,4,전세자금대출,57214183
C100174,2026-05-08,4,전세자금대출,0
C100175,2026-05-08,4,주택담보대출,0
C100176,2026-05-08,4,신용대출,41405284
C100177,2026-05-08,4,신용대출,120559688
C100178,2026-05-08,4,신용대출,41523059
C100179,2026-05-08,4,주택담보대출,27724056
C100180,2026-05-08,4,전세자금대출,17672317
C100181,2026-05-08,4,전세자금대출,55398676
C100182,2026-05-08,4,신용대출,0
C100183,2026-05-08,4,전세자금대출,31766120
C100184,2026-05-08,4,신용대출,49664091
C100185,2026-05-08,4,신용대출,0
C100186,2026-05-08,4,전세자금대출,0
C100187,2026-05-08,4,전세자금대출,27473404
