고객ID,기준일자,주차,상품구분,보험잔액
C100001,2026-05-08,4,저축성보험,0
C100002,2026-05-08,4,저축성보험,0
C100003,2026-05-08,4,저축성보험,17202619
C100004,2026-05-08,4,보장성보험,0
C100005,2026-05-08,4,저축성보험,26987509
C100006,2026-05-08,4,보장성보험,0
C100007,2026-05-08,4,저축성보험,0
C100008,2026-05-08,4,보장성보험,40951699
C100009,2026-05-08,4,보장성보험,0
C100010,2026-05-08,4,저축성보험,0
C100011,2026-05-08,4,보장성보험,45048535
C100012,2026-05-08,4,보장성보험,0
C100013,2026-05-08,4,저축성보험,17852039
C100014,2026-05-08,4,보장성보험,20366183
C100015,2026-05-08,4,보장성보험,17638860
C100016,2026-05-08,4,보장성보험,6549510
C100017,2026-05-08,4,저축성보험,31995895
C100018,2026-05-08,4,저축성보험,49538124
C100019,2026-05-08,4,보장성보험,11391908
C100020,2026-05-08,4,보장성보험,0
C100021,2026-05-08,4,저축성보험,15200765
C100022,2026-05-08,4,저축성보험,10995747
C100023,2026-05-08,4,보장성보험,46512804
C100024,2026-05-08,4,저축성보험,0
C100025,2026-05-08,4,보장성보험,0
C100026,2026-05-08,4,보장성보험,0
C100027,2026-05-08,4,저축성보험,31185044
C100028,2026-05-08,4,보장성보험,40581383
C100029,2026-05-08,4,보장성보험,20961731
C100030,2026-05-08,4,보장성보험,0
C100031,2026-05-08,4,저축성보험,0
C100032,2026-05-08,4,저축성보험,0
C100033,2026-05-08,4,저축성보험,0
C100034,2026-05-08,4,저축성보험,9246307
C100035,2026-05-08,4,보장성보험,0
C100036,2026-05-08,4,저축성보험,0
C100037,2026-05-08,4,저축성보험,3968524
C100038,2026-05-08,4,저축성보험,10068879
C100039,2026-05-08,4,보장성보험,16528111
C100040,2026-05-08,4,보장성보험,0
C100041,2026-05-08,4,보장성보험,0
C100042,2026-05-08,4,보장성보험,0
C100043,2026-05-08,4,보장성보험,17623134
C100044,2026-05-08,4,보장성보험,18787673
C100045,2026-05-08,4,보장성보험,43909476
C100046,2026-05-08,4,저축성보험,0
C100047,2026-05-08,4,보장성보험,16051834
C100048,2026-05-08,4,저축성보험,3558962
C100049,2026-05-08,4,보장성보험,0
C100050,2026-05-08,4,저축성보험,9014589
C100051,2026-05-08,4,저축성보험,35118510
C100052,2026-05-08,4,저축성보험,31301805
C100053,2026-05-08,4,보장성보험,26635024
C100054,2026-05-08,4,보장성보험,17063582
C100055,2026-05-08,4,저축성보험,0
C100056,2026-05-08,4,보장성보험,31259437
C100057,2026-05-08,4,저축성보험,0
C100058,2026-05-08,4,저축성보험,24409436
C100059,2026-05-08,4,보장성보험,48256204
C100060,2026-05-08,4,보장성보험,32403865
C100061,2026-05-08,4,저축성보험,0
C100062,2026-05-08,4,보장성보험,13857232
C100063,2026-05-08,4,보장성보험,0
C100064,2026-05-08,4,저축성보험,34310350
C100065,2026-05-08,4,보장성보험,42912544
C100066,2026-05-08,4,저축성보험,0
C100067,2026-05-08,4,보장성보험,0
C100068,2026-05-08,4,저축성보험,18640239
C100069,2026-05-08,4,저축성보험,13303632
C100070,2026-05-08,4,보장성보험,30414928
C100071,2026-05-08,4,저축성보험,0
C100072,2026-05-08,4,보장성보험,15156520
C100073,2026-05-08,4,저축성보험,31590188
C100074,2026-05-08,4,보장성보험,0
C100075,2026-05-08,4,보장성보험,0
C100076,2026-05-08,4,저축성보험,29132680
C100077,2026-05-08,4,보장성보험,0
C100078,2026-05-08,4,저축성보험,23033736
C100079,2026-05-08,4,보장성보험,12161495
C100080,2026-05-08,4,저축성보험,21834218
C100081,2026-05-08,4,저축성보험,32197278
C100082,2026-05-08,4,저축성보험,45038193
C100083,2026-05-08,4,보장성보험,0
C100084,2026-05-08,4,저축성보험,0
C100085,2026-05-08,4,저축성보험,28961479
C100086,2026-05-08,4,저축성보험,45202006
C100087,2026-05-08,4,저축성보험,0
C100088,2026-05-08,4,저축성보험,34308121
C100089,2026-05-08,4,보장성보험,34491764
C100090,2026-05-08,4,저축성보험,0
C100091,2026-05-08,4,보장성보험,27770115
C100092,2026-05-08,4,보장성보험,49160253
C100093,2026-05-08,4,보장성보험,0
C100094,2026-05-08,4,저축성보험,22684277
C100095,2026-05-08,4,저축성보험,12076721
C100096,2026-05-08,4,저축성보험,3149158
C100097,2026-05-08,4,보장성보험,0
C100098,2026-05-08,4,보장성보험,0
C100099,2026-05-08,4,보장성보험,0
C100100,2026-05-08,4,저축성보험,0
C100101,2026-05-08,4,보장성보험,13123737
C100102,2026-05-08,4,저축성보험,0
C100103,2026-05-08,4,보장성보험,33255236
C100104,2026-05-08,4,저축성보험,28574926
C100105,2026-05-08,4,보장성보험,0
C100106,2026-05-08,4,저축성보험,8622621
C100107,2026-05-08,4,저축성보험,0
C100108,2026-05-08,4,보장성보험,22414430
C100109,2026-05-08,4,저축성보험,44443413
C100110,2026-05-08,4,저축성보험,26705622
C100111,2026-05-08,4,저축성보험,44899949
C100112,2026-05-08,4,보장성보험,0
C100113,2026-05-08,4,보장성보험,0
C100114,2026-05-08,4,저축성보험,31025338
C100115,2026-05-08,4,저축성보험,39677286
C100116,2026-05-08,4,보장성보험,3341094
C100117,2026-05-08,4,저축성보험,0
C100118,2026-05-08,4,저축성보험,0
C100119,2026-05-08,4,보장성보험,0
C100120,2026-05-08,4,저축성보험,41205340
C100121,2026-05-08,4,저축성보험,14935115
C100122,2026-05-08,4,보장성보험,23179661
C100123,2026-05-08,4,저축성보험,14374431
C100124,2026-05-08,4,보장성보험,30574621
C100125,2026-05-08,4,저축성보험,39926116
C100126,2026-05-08,4,저축성보험,0
C100127,2026-05-08,4,보장성보험,0
C100128,2026-05-08,4,보장성보험,24205695
C100129,2026-05-08,4,보장성보험,3313977
C100130,2026-05-08,4,저축성보험,25194086
C100131,2026-05-08,4,저축성보험,21866351
C100132,2026-05-08,4,보장성보험,0
