고객ID,기준일자,주차,상품구분,보험잔액
C100001,2026-04-24,2,저축성보험,0
C100002,2026-04-24,2,저축성보험,0
C100003,2026-04-24,2,저축성보험,16399793
C100004,2026-04-24,2,보장성보험,0
C100005,2026-04-24,2,저축성보험,27324974
C100006,2026-04-24,2,보장성보험,0
C100007,2026-04-24,2,저축성보험,0
C100008,2026-04-24,2,보장성보험,40681773
C100009,2026-04-24,2,보장성보험,0
C100010,2026-04-24,2,저축성보험,0
C100011,2026-04-24,2,보장성보험,41450277
C100012,2026-04-24,2,보장성보험,0
C100013,2026-04-24,2,저축성보험,17302628
C100014,2026-04-24,2,보장성보험,19976934
C100015,2026-04-24,2,보장성보험,16205817
C100016,2026-04-24,2,보장성보험,7351408
C100017,2026-04-24,2,저축성보험,33569897
C100018,2026-04-24,2,저축성보험,45149747
C100019,2026-04-24,2,보장성보험,10907383
C100020,2026-04-24,2,보장성보험,0
C100021,2026-04-24,2,저축성보험,16218747
C100022,2026-04-24,2,저축성보험,10735772
C100023,2026-04-24,2,보장성보험,45191718
C100024,2026-04-24,2,저축성보험,0
C100025,2026-04-24,2,보장성보험,0
C100026,2026-04-24,2,보장성보험,0
C100027,2026-04-24,2,저축성보험,30808120
C100028,2026-04-24,2,보장성보험,37410497
C100029,2026-04-24,2,보장성보험,22049585
C100030,2026-04-24,2,보장성보험,0
C100031,2026-04-24,2,저축성보험,0
C100032,2026-04-24,2,저축성보험,0
C100033,2026-04-24,2,저축성보험,0
C100034,2026-04-24,2,저축성보험,9045763
C100035,2026-04-24,2,보장성보험,0
C100036,2026-04-24,2,저축성보험,0
C100037,2026-04-24,2,저축성보험,4175827
C100038,2026-04-24,2,저축성보험,9974981
C100039,2026-04-24,2,보장성보험,15437254
C100040,2026-04-24,2,보장성보험,0
C100041,2026-04-24,2,보장성보험,0
C100042,2026-04-24,2,보장성보험,0
C100043,2026-04-24,2,보장성보험,16774313
C100044,2026-04-24,2,보장성보험,19058441
C100045,2026-04-24,2,보장성보험,42991963
C100046,2026-04-24,2,저축성보험,0
C100047,2026-04-24,2,보장성보험,15983703
C100048,2026-04-24,2,저축성보험,3253582
C100049,2026-04-24,2,보장성보험,0
C100050,2026-04-24,2,저축성보험,8963640
C100051,2026-04-24,2,저축성보험,33145439
C100052,2026-04-24,2,저축성보험,30878443
C100053,2026-04-24,2,보장성보험,27116302
C100054,2026-04-24,2,보장성보험,16915934
C100055,2026-04-24,2,저축성보험,0
C100056,2026-04-24,2,보장성보험,29256643
C100057,2026-04-24,2,저축성보험,0
C100058,2026-04-24,2,저축성보험,23808669
C100059,2026-04-24,2,보장성보험,51735694
C100060,2026-04-24,2,보장성보험,33927373
C100061,2026-04-24,2,저축성보험,0
C100062,2026-04-24,2,보장성보험,14770515
