고객ID,기준일자,주차,카드구분,사용금액,사용건수
C100001,2026-04-24,2,체크카드,2954038,59
C100002,2026-04-24,2,신용카드,599277,12
C100003,2026-04-24,2,체크카드,0,0
C100004,2026-04-24,2,체크카드,0,0
C100005,2026-04-24,2,체크카드,2868469,57
C100006,2026-04-24,2,신용카드,0,0
C100007,2026-04-24,2,체크카드,3924742,78
C100008,2026-04-24,2,체크카드,404617,8
C100009,2026-04-24,2,체크카드,737700,15
C100010,2026-04-24,2,신용카드,632095,13
C100011,2026-04-24,2,신용카드,2901221,58
C100012,2026-04-24,2,체크카드,3121000,62
C100013,2026-04-24,2,신용카드,603221,12
C100014,2026-04-24,2,신용카드,0,0
C100015,2026-04-24,2,체크카드,1936411,39
C100016,2026-04-24,2,체크카드,284450,6
C100017,2026-04-24,2,체크카드,914886,18
C100018,2026-04-24,2,신용카드,773098,15
C100019,2026-04-24,2,체크카드,2565568,51
C100020,2026-04-24,2,체크카드,3038061,61
C100021,2026-04-24,2,체크카드,1144692,23
C100022,2026-04-24,2,신용카드,3197264,64
C100023,2026-04-24,2,체크카드,0,0
C100024,2026-04-24,2,신용카드,1646865,33
C100025,2026-04-24,2,체크카드,2788600,56
C100026,2026-04-24,2,신용카드,927555,19
C100027,2026-04-24,2,신용카드,1189954,24
C100028,2026-04-24,2,신용카드,953346,19
C100029,2026-04-24,2,체크카드,1395819,28
C100030,2026-04-24,2,체크카드,0,0
C100031,2026-04-24,2,신용카드,2423496,48
C100032,2026-04-24,2,체크카드,1758852,35
C100033,2026-04-24,2,체크카드,0,0
C100034,2026-04-24,2,체크카드,2774434,55
C100035,2026-04-24,2,체크카드,2709378,54
C100036,2026-04-24,2,신용카드,2484624,50
C100037,2026-04-24,2,체크카드,938119,19
C100038,2026-04-24,2,신용카드,293742,6
C100039,2026-04-24,2,체크카드,3425816,69
C100040,2026-04-24,2,체크카드,2949821,59
C100041,2026-04-24,2,체크카드,0,0
C100042,2026-04-24,2,체크카드,2761753,55
C100043,2026-04-24,2,체크카드,445215,9
C100044,2026-04-24,2,체크카드,0,0
C100045,2026-04-24,2,체크카드,2610306,52
C100046,2026-04-24,2,신용카드,0,0
C100047,2026-04-24,2,신용카드,1563798,31
C100048,2026-04-24,2,신용카드,3035446,61
C100049,2026-04-24,2,체크카드,1783824,36
C100050,2026-04-24,2,신용카드,2747571,55
C100051,2026-04-24,2,체크카드,1212500,24
C100052,2026-04-24,2,신용카드,2924739,58
C100053,2026-04-24,2,신용카드,0,0
C100054,2026-04-24,2,체크카드,110486,2
C100055,2026-04-24,2,체크카드,204512,4
C100056,2026-04-24,2,체크카드,3093630,62
C100057,2026-04-24,2,체크카드,0,0
C100058,2026-04-24,2,신용카드,2999079,60
C100059,2026-04-24,2,체크카드,0,0
C100060,2026-04-24,2,체크카드,2489085,50
C100061,2026-04-24,2,신용카드,3843906,77
C100062,2026-04-24,2,체크카드,712949,14
C100063,2026-04-24,2,체크카드,1030220,21
C100064,2026-04-24,2,체크카드,2700954,54
C100065,2026-04-24,2,체크카드,2669296,53
C100066,2026-04-24,2,체크카드,1453431,29
C100067,2026-04-24,2,신용카드,3175013,64
C100068,2026-04-24,2,체크카드,2876765,58
C100069,2026-04-24,2,신용카드,3100394,62
C100070,2026-04-24,2,체크카드,835422,17
C100071,2026-04-24,2,신용카드,344429,7
C100072,2026-04-24,2,체크카드,3406886,68
C100073,2026-04-24,2,신용카드,989869,20
C100074,2026-04-24,2,신용카드,3679036,74
C100075,2026-04-24,2,신용카드,2882014,58
C100076,2026-04-24,2,체크카드,3130655,63
C100077,2026-04-24,2,체크카드,1419770,28
C100078,2026-04-24,2,체크카드,1728575,35
C100079,2026-04-24,2,체크카드,0,0
C100080,2026-04-24,2,신용카드,2112927,42
C100081,2026-04-24,2,신용카드,1317511,26
C100082,2026-04-24,2,신용카드,399777,8
C100083,2026-04-24,2,신용카드,970875,19
C100084,2026-04-24,2,신용카드,1935719,39
C100085,2026-04-24,2,체크카드,0,0
C100086,2026-04-24,2,체크카드,2100790,42
C100087,2026-04-24,2,신용카드,0,0
C100088,2026-04-24,2,신용카드,0,0
C100089,2026-04-24,2,체크카드,1317284,26
C100090,2026-04-24,2,신용카드,463598,9
C100091,2026-04-24,2,체크카드,3660443,73
C100092,2026-04-24,2,신용카드,3353611,67
C100093,2026-04-24,2,체크카드,684551,14
C100094,2026-04-24,2,신용카드,2353003,47
C100095,2026-04-24,2,체크카드,674089,13
C100096,2026-04-24,2,신용카드,1572122,31
C100097,2026-04-24,2,신용카드,3300601,66
C100098,2026-04-24,2,체크카드,1489317,30
C100099,2026-04-24,2,체크카드,363903,7
C100100,2026-04-24,2,체크카드,1559726,31
C100101,2026-04-24,2,체크카드,2993404,60
C100102,2026-04-24,2,신용카드,3376417,68
C100103,2026-04-24,2,체크카드,3643429,73
C100104,2026-04-24,2,신용카드,3041518,61
C100105,2026-04-24,2,체크카드,79324,2
C100106,2026-04-24,2,체크카드,69422,1
C100107,2026-04-24,2,체크카드,1215127,24
C100108,2026-04-24,2,체크카드,1592103,32
C100109,2026-04-24,2,신용카드,1920513,38
C100110,2026-04-24,2,체크카드,1381646,28
C100111,2026-04-24,2,신용카드,3503375,70
C100112,2026-04-24,2,신용카드,0,0
C100113,2026-04-24,2,신용카드,2555526,51
C100114,2026-04-24,2,체크카드,3554961,71
C100115,2026-04-24,2,체크카드,3702079,74
C100116,2026-04-24,2,신용카드,1168472,23
C100117,2026-04-24,2,신용카드,162344,3
C100118,2026-04-24,2,신용카드,467991,9
C100119,2026-04-24,2,신용카드,801588,16
C100120,2026-04-24,2,체크카드,112559,2
C100121,2026-04-24,2,체크카드,781157,16
C100122,2026-04-24,2,신용카드,431193,9
C100123,2026-04-24,2,체크카드,0,0
C100124,2026-04-24,2,체크카드,981878,20
C100125,2026-04-24,2,신용카드,1012968,20
C100126,2026-04-24,2,신용카드,3215416,64
C100127,2026-04-24,2,신용카드,1851804,37
C100128,2026-04-24,2,신용카드,3886648,78
C100129,2026-04-24,2,신용카드,2769168,55
C100130,2026-04-24,2,신용카드,3347572,67
C100131,2026-04-24,2,신용카드,2072456,41
C100132,2026-04-24,2,신용카드,332391,7
C100133,2026-04-24,2,신용카드,570925,11
C100134,2026-04-24,2,체크카드,0,0
C100135,2026-04-24,2,체크카드,1466973,29
C100136,2026-04-24,2,체크카드,2633429,53
C100137,2026-04-24,2,신용카드,614414,12
C100138,2026-04-24,2,체크카드,2488260,50
C100139,2026-04-24,2,체크카드,3262266,65
C100140,2026-04-24,2,체크카드,3837820,77
C100141,2026-04-24,2,신용카드,1358027,27
C100142,2026-04-24,2,신용카드,2483986,50
C100143,2026-04-24,2,신용카드,3409767,68
C100144,2026-04-24,2,신용카드,3334973,67
C100145,2026-04-24,2,체크카드,2604634,52
C100146,2026-04-24,2,체크카드,4228007,85
C100147,2026-04-24,2,체크카드,554338,11
C100148,2026-04-24,2,신용카드,1534358,31
C100149,2026-04-24,2,신용카드,3021438,60
C100150,2026-04-24,2,체크카드,3698694,74
C100151,2026-04-24,2,신용카드,0,0
C100152,2026-04-24,2,체크카드,2702048,54
C100153,2026-04-24,2,신용카드,1277913,26
C100154,2026-04-24,2,신용카드,3419237,68
C100155,2026-04-24,2,신용카드,3824673,76
C100156,2026-04-24,2,체크카드,3159843,63
C100157,2026-04-24,2,신용카드,2081021,42
C100158,2026-04-24,2,신용카드,2926895,59
C100159,2026-04-24,2,체크카드,0,0
C100160,2026-04-24,2,체크카드,1611298,32
C100161,2026-04-24,2,체크카드,2000826,40
C100162,2026-04-24,2,신용카드,2526081,51
C100163,2026-04-24,2,체크카드,0,0
C100164,2026-04-24,2,체크카드,0,0
C100165,2026-04-24,2,체크카드,2663096,53
C100166,2026-04-24,2,체크카드,229964,5
C100167,2026-04-24,2,체크카드,899338,18
C100168,2026-04-24,2,체크카드,3476606,70
C100169,2026-04-24,2,신용카드,166716,3
C100170,2026-04-24,2,신용카드,0,0
C100171,2026-04-24,2,신용카드,0,0
C100172,2026-04-24,2,체크카드,1382626,28
C100173,2026-04-24,2,체크카드,2549386,51
C100174,2026-04-24,2,체크카드,0,0
C100175,2026-04-24,2,체크카드,0,0
C100176,2026-04-24,2,체크카드,1622764,32
