고객ID,기준일자,주차,상품구분,보험잔액
C100001,2026-05-01,3,저축성보험,0
C100002,2026-05-01,3,저축성보험,0
C100003,2026-05-01,3,저축성보험,16971499
C100004,2026-05-01,3,보장성보험,0
C100005,2026-05-01,3,저축성보험,29229478
C100006,2026-05-01,3,보장성보험,0
C100007,2026-05-01,3,저축성보험,0
C100008,2026-05-01,3,보장성보험,40370357
C100009,2026-05-01,3,보장성보험,0
C100010,2026-05-01,3,저축성보험,0
C100011,2026-05-01,3,보장성보험,42731198
C100012,2026-05-01,3,보장성보험,0
C100013,2026-05-01,3,저축성보험,18358342
C100014,2026-05-01,3,보장성보험,19687041
C100015,2026-05-01,3,보장성보험,16919759
C100016,2026-05-01,3,보장성보험,7258211
C100017,2026-05-01,3,저축성보험,31124988
C100018,2026-05-01,3,저축성보험,46352807
C100019,2026-05-01,3,보장성보험,11596997
C100020,2026-05-01,3,보장성보험,0
C100021,2026-05-01,3,저축성보험,15468376
C100022,2026-05-01,3,저축성보험,9984509
C100023,2026-05-01,3,보장성보험,47719568
C100024,2026-05-01,3,저축성보험,0
C100025,2026-05-01,3,보장성보험,0
C100026,2026-05-01,3,보장성보험,0
C100027,2026-05-01,3,저축성보험,30915454
C100028,2026-05-01,3,보장성보험,37296075
C100029,2026-05-01,3,보장성보험,20964762
C100030,2026-05-01,3,보장성보험,0
C100031,2026-05-01,3,저축성보험,0
C100032,2026-05-01,3,저축성보험,0
C100033,2026-05-01,3,저축성보험,0
C100034,2026-05-01,3,저축성보험,9255349
C100035,2026-05-01,3,보장성보험,0
C100036,2026-05-01,3,저축성보험,0
C100037,2026-05-01,3,저축성보험,3942304
C100038,2026-05-01,3,저축성보험,9843756
C100039,2026-05-01,3,보장성보험,16842702
C100040,2026-05-01,3,보장성보험,0
C100041,2026-05-01,3,보장성보험,0
C100042,2026-05-01,3,보장성보험,0
C100043,2026-05-01,3,보장성보험,18195388
C100044,2026-05-01,3,보장성보험,19489435
C100045,2026-05-01,3,보장성보험,43652515
C100046,2026-05-01,3,저축성보험,0
C100047,2026-05-01,3,보장성보험,16077715
C100048,2026-05-01,3,저축성보험,3392365
C100049,2026-05-01,3,보장성보험,0
C100050,2026-05-01,3,저축성보험,8523615
C100051,2026-05-01,3,저축성보험,34877159
C100052,2026-05-01,3,저축성보험,29276142
C100053,2026-05-01,3,보장성보험,27560390
C100054,2026-05-01,3,보장성보험,16404045
