고객ID,기준일자,주차,상품구분,여신잔액
C100001,2026-05-01,3,신용대출,0
C100002,2026-05-01,3,신용대출,0
C100003,2026-05-01,3,주택담보대출,45378594
C100004,2026-05-01,3,주택담보대출,31961694
C100005,2026-05-01,3,신용대출,6561026
C100006,2026-05-01,3,전세자금대출,22927224
C100007,2026-05-01,3,전세자금대출,0
C100008,2026-05-01,3,신용대출,104967421
C100009,2026-05-01,3,주택담보대출,0
C100010,2026-05-01,3,주택담보대출,106478278
C100011,2026-05-01,3,신용대출,0
C100012,2026-05-01,3,신용대출,0
C100013,2026-05-01,3,신용대출,0
C100014,2026-05-01,3,전세자금대출,60819604
C100015,2026-05-01,3,신용대출,103932879
C100016,2026-05-01,3,주택담보대출,78270596
C100017,2026-05-01,3,주택담보대출,44095334
C100018,2026-05-01,3,주택담보대출,84819876
C100019,2026-05-01,3,전세자금대출,0
C100020,2026-05-01,3,전세자금대출,0
C100021,2026-05-01,3,신용대출,18028164
C100022,2026-05-01,3,전세자금대출,10450931
C100023,2026-05-01,3,전세자금대출,9333807
C100024,2026-05-01,3,신용대출,33423037
C100025,2026-05-01,3,신용대출,85515193
C100026,2026-05-01,3,신용대출,10534520
C100027,2026-05-01,3,전세자금대출,97411390
C100028,2026-05-01,3,전세자금대출,95237554
C100029,2026-05-01,3,전세자금대출,108836094
C100030,2026-05-01,3,전세자금대출,0
C100031,2026-05-01,3,신용대출,0
C100032,2026-05-01,3,전세자금대출,50983593
C100033,2026-05-01,3,주택담보대출,0
C100034,2026-05-01,3,전세자금대출,0
C100035,2026-05-01,3,주택담보대출,95235233
C100036,2026-05-01,3,주택담보대출,78051041
C100037,2026-05-01,3,전세자금대출,61435503
C100038,2026-05-01,3,전세자금대출,0
C100039,2026-05-01,3,주택담보대출,27076681
C100040,2026-05-01,3,신용대출,0
C100041,2026-05-01,3,신용대출,35463003
C100042,2026-05-01,3,신용대출,116000654
C100043,2026-05-01,3,신용대출,80335927
C100044,2026-05-01,3,신용대출,5094947
C100045,2026-05-01,3,신용대출,0
C100046,2026-05-01,3,신용대출,0
C100047,2026-05-01,3,전세자금대출,64220991
C100048,2026-05-01,3,주택담보대출,48239562
C100049,2026-05-01,3,신용대출,0
C100050,2026-05-01,3,신용대출,90344364
C100051,2026-05-01,3,신용대출,0
C100052,2026-05-01,3,주택담보대출,0
C100053,2026-05-01,3,신용대출,105128873
C100054,2026-05-01,3,주택담보대출,40830776
C100055,2026-05-01,3,전세자금대출,102089563
C100056,2026-05-01,3,전세자금대출,0
C100057,2026-05-01,3,전세자금대출,6343016
C100058,2026-05-01,3,주택담보대출,0
C100059,2026-05-01,3,주택담보대출,0
C100060,2026-05-01,3,주택담보대출,33708000
C100061,2026-05-01,3,신용대출,29201994
C100062,2026-05-01,3,신용대출,0
C100063,2026-05-01,3,주택담보대출,24408379
C100064,2026-05-01,3,주택담보대출,10693384
C100065,2026-05-01,3,주택담보대출,0
C100066,2026-05-01,3,신용대출,0
C100067,2026-05-01,3,신용대출,0
C100068,2026-05-01,3,신용대출,0
C100069,2026-05-01,3,주택담보대출,96654005
C100070,2026-05-01,3,주택담보대출,102033277
C100071,2026-05-01,3,전세자금대출,40018559
C100072,2026-05-01,3,전세자금대출,101968360
C100073,2026-05-01,3,전세자금대출,0
C100074,2026-05-01,3,전세자금대출,21520711
C100075,2026-05-01,3,전세자금대출,0
C100076,2026-05-01,3,신용대출,60844156
C100077,2026-05-01,3,주택담보대출,5790001
C100078,2026-05-01,3,전세자금대출,67178155
C100079,2026-05-01,3,신용대출,0
C100080,2026-05-01,3,주택담보대출,30718565
C100081,2026-05-01,3,주택담보대출,23855005
C100082,2026-05-01,3,신용대출,10575100
C100083,2026-05-01,3,전세자금대출,50279786
C100084,2026-05-01,3,전세자금대출,40351109
C100085,2026-05-01,3,주택담보대출,28632727
C100086,2026-05-01,3,신용대출,0
C100087,2026-05-01,3,주택담보대출,82437636
C100088,2026-05-01,3,주택담보대출,62158404
C100089,2026-05-01,3,신용대출,17326681
C100090,2026-05-01,3,주택담보대출,68558666
C100091,2026-05-01,3,전세자금대출,9169078
C100092,2026-05-01,3,신용대출,108985600
C100093,2026-05-01,3,주택담보대출,77752615
C100094,2026-05-01,3,주택담보대출,0
C100095,2026-05-01,3,전세자금대출,54051749
C100096,2026-05-01,3,전세자금대출,103239208
C100097,2026-05-01,3,신용대출,0
C100098,2026-05-01,3,전세자금대출,62456582
