고객ID,기준일자,주차,상품구분,수신잔액
C100001,2026-05-22,6,정기예금,8214287
C100002,2026-05-22,6,정기예금,47188265
C100003,2026-05-22,6,적금,36091113
C100004,2026-05-22,6,적금,59497209
C100005,2026-05-22,6,입출금예금,42256901
C100006,2026-05-22,6,적금,2573870
C100007,2026-05-22,6,적금,66105271
C100008,2026-05-22,6,입출금예금,3595831
C100009,2026-05-22,6,적금,59485970
C100010,2026-05-22,6,입출금예금,10053929
C100011,2026-05-22,6,적금,67393504
C100012,2026-05-22,6,정기예금,67277316
C100013,2026-05-22,6,적금,27465672
C100014,2026-05-22,6,입출금예금,69955613
C100015,2026-05-22,6,정기예금,72079395
C100016,2026-05-22,6,적금,40044076
C100017,2026-05-22,6,입출금예금,5363729
C100018,2026-05-22,6,정기예금,76350892
C100019,2026-05-22,6,적금,75261458
C100020,2026-05-22,6,정기예금,41195970
C100021,2026-05-22,6,정기예금,37779028
C100022,2026-05-22,6,정기예금,69640284
C100023,2026-05-22,6,입출금예금,25153150
C100024,2026-05-22,6,정기예금,43398964
C100025,2026-05-22,6,입출금예금,6680377
C100026,2026-05-22,6,정기예금,57984335
C100027,2026-05-22,6,입출금예금,1945122
C100028,2026-05-22,6,정기예금,27829210
C100029,2026-05-22,6,정기예금,42428211
C100030,2026-05-22,6,정기예금,4583269
C100031,2026-05-22,6,적금,63831794
C100032,2026-05-22,6,적금,44988387
C100033,2026-05-22,6,적금,68038732
C100034,2026-05-22,6,적금,12583813
C100035,2026-05-22,6,입출금예금,53857441
C100036,2026-05-22,6,적금,58130172
C100037,2026-05-22,6,입출금예금,11820226
C100038,2026-05-22,6,정기예금,46575102
C100039,2026-05-22,6,적금,0
C100040,2026-05-22,6,적금,57625028
C100041,2026-05-22,6,입출금예금,61238275
C100042,2026-05-22,6,입출금예금,50564331
C100043,2026-05-22,6,적금,0
C100044,2026-05-22,6,정기예금,5622266
C100045,2026-05-22,6,적금,0
C100046,2026-05-22,6,적금,27677968
C100047,2026-05-22,6,적금,59516452
C100048,2026-05-22,6,입출금예금,57261175
C100049,2026-05-22,6,적금,48164026
C100050,2026-05-22,6,입출금예금,54189708
C100051,2026-05-22,6,적금,59679110
C100052,2026-05-22,6,정기예금,43216468
C100053,2026-05-22,6,입출금예금,25292771
C100054,2026-05-22,6,적금,71284534
C100055,2026-05-22,6,정기예금,35794158
C100056,2026-05-22,6,적금,26098574
C100057,2026-05-22,6,적금,49278657
C100058,2026-05-22,6,정기예금,40114463
C100059,2026-05-22,6,입출금예금,46971973
C100060,2026-05-22,6,정기예금,70929242
C100061,2026-05-22,6,정기예금,74516832
C100062,2026-05-22,6,적금,30148192
C100063,2026-05-22,6,적금,4111471
C100064,2026-05-22,6,적금,61748314
C100065,2026-05-22,6,입출금예금,47215367
C100066,2026-05-22,6,입출금예금,6346225
C100067,2026-05-22,6,정기예금,65541819
C100068,2026-05-22,6,정기예금,18308590
C100069,2026-05-22,6,적금,7975393
C100070,2026-05-22,6,적금,15555709
C100071,2026-05-22,6,입출금예금,36045469
C100072,2026-05-22,6,입출금예금,37539148
C100073,2026-05-22,6,적금,24688107
C100074,2026-05-22,6,정기예금,66372472
C100075,2026-05-22,6,입출금예금,71633570
C100076,2026-05-22,6,적금,64148925
C100077,2026-05-22,6,적금,35724637
C100078,2026-05-22,6,정기예금,56066197
C100079,2026-05-22,6,적금,25989874
C100080,2026-05-22,6,입출금예금,58835342
C100081,2026-05-22,6,입출금예금,20031196
C100082,2026-05-22,6,정기예금,37636374
C100083,2026-05-22,6,입출금예금,22930492
C100084,2026-05-22,6,적금,39153114
C100085,2026-05-22,6,적금,32456053
C100086,2026-05-22,6,입출금예금,54360330
C100087,2026-05-22,6,입출금예금,60178864
C100088,2026-05-22,6,입출금예금,28111517
C100089,2026-05-22,6,정기예금,63113217
C100090,2026-05-22,6,정기예금,57613158
C100091,2026-05-22,6,적금,0
C100092,2026-05-22,6,적금,52648560
C100093,2026-05-22,6,정기예금,12206348
C100094,2026-05-22,6,정기예금,28751036
C100095,2026-05-22,6,입출금예금,38230202
C100096,2026-05-22,6,정기예금,41261979
C100097,2026-05-22,6,입출금예금,23600676
C100098,2026-05-22,6,적금,20223393
C100099,2026-05-22,6,입출금예금,65533631
C100100,2026-05-22,6,입출금예금,74950085
C100101,2026-05-22,6,적금,40317033
C100102,2026-05-22,6,정기예금,48671634
C100103,2026-05-22,6,입출금예금,66172341
C100104,2026-05-22,6,적금,66213008
C100105,2026-05-22,6,입출금예금,37909998
C100106,2026-05-22,6,입출금예금,22620702
C100107,2026-05-22,6,입출금예금,65679330
C100108,2026-05-22,6,적금,4078138
C100109,2026-05-22,6,입출금예금,60124228
C100110,2026-05-22,6,입출금예금,25048847
C100111,2026-05-22,6,정기예금,39305877
C100112,2026-05-22,6,정기예금,31295963
C100113,2026-05-22,6,정기예금,23708662
C100114,2026-05-22,6,입출금예금,10669397
C100115,2026-05-22,6,적금,62809024
C100116,2026-05-22,6,입출금예금,39129746
C100117,2026-05-22,6,입출금예금,64653574
C100118,2026-05-22,6,정기예금,54327756
C100119,2026-05-22,6,입출금예금,44278477
C100120,2026-05-22,6,적금,43821784
C100121,2026-05-22,6,입출금예금,61029127
C100122,2026-05-22,6,입출금예금,69017825
C100123,2026-05-22,6,입출금예금,29017767
C100124,2026-05-22,6,입출금예금,35304289
C100125,2026-05-22,6,적금,23135173
C100126,2026-05-22,6,입출금예금,0
C100127,2026-05-22,6,입출금예금,73971213
C100128,2026-05-22,6,적금,40061525
C100129,2026-05-22,6,적금,46136899
C100130,2026-05-22,6,적금,48646959
C100131,2026-05-22,6,적금,35329660
C100132,2026-05-22,6,정기예금,70717852
C100133,2026-05-22,6,적금,67932852
C100134,2026-05-22,6,적금,26845558
C100135,2026-05-22,6,정기예금,22657972
C100136,2026-05-22,6,입출금예금,62917412
