고객ID,기준일자,주차,상품구분,보험잔액
C100001,2026-05-22,6,저축성보험,0
C100002,2026-05-22,6,저축성보험,0
C100003,2026-05-22,6,저축성보험,17075574
C100004,2026-05-22,6,보장성보험,0
C100005,2026-05-22,6,저축성보험,29477064
C100006,2026-05-22,6,보장성보험,0
C100007,2026-05-22,6,저축성보험,0
C100008,2026-05-22,6,보장성보험,41472592
C100009,2026-05-22,6,보장성보험,0
C100010,2026-05-22,6,저축성보험,0
C100011,2026-05-22,6,보장성보험,44102661
C100012,2026-05-22,6,보장성보험,0
C100013,2026-05-22,6,저축성보험,17643228
C100014,2026-05-22,6,보장성보험,20003754
C100015,2026-05-22,6,보장성보험,16456992
C100016,2026-05-22,6,보장성보험,7302043
C100017,2026-05-22,6,저축성보험,36368913
C100018,2026-05-22,6,저축성보험,45804681
C100019,2026-05-22,6,보장성보험,11989290
C100020,2026-05-22,6,보장성보험,0
C100021,2026-05-22,6,저축성보험,16210296
C100022,2026-05-22,6,저축성보험,10768650
C100023,2026-05-22,6,보장성보험,47216215
C100024,2026-05-22,6,저축성보험,0
C100025,2026-05-22,6,보장성보험,0
C100026,2026-05-22,6,보장성보험,0
C100027,2026-05-22,6,저축성보험,29723380
C100028,2026-05-22,6,보장성보험,40231737
C100029,2026-05-22,6,보장성보험,22407817
C100030,2026-05-22,6,보장성보험,0
C100031,2026-05-22,6,저축성보험,0
C100032,2026-05-22,6,저축성보험,0
C100033,2026-05-22,6,저축성보험,0
C100034,2026-05-22,6,저축성보험,9637034
C100035,2026-05-22,6,보장성보험,0
C100036,2026-05-22,6,저축성보험,0
C100037,2026-05-22,6,저축성보험,3953491
C100038,2026-05-22,6,저축성보험,10147795
C100039,2026-05-22,6,보장성보험,16378327
C100040,2026-05-22,6,보장성보험,0
C100041,2026-05-22,6,보장성보험,0
C100042,2026-05-22,6,보장성보험,0
C100043,2026-05-22,6,보장성보험,16225304
C100044,2026-05-22,6,보장성보험,19377151
C100045,2026-05-22,6,보장성보험,41710657
C100046,2026-05-22,6,저축성보험,0
C100047,2026-05-22,6,보장성보험,16574863
C100048,2026-05-22,6,저축성보험,3529738
C100049,2026-05-22,6,보장성보험,0
C100050,2026-05-22,6,저축성보험,8561002
C100051,2026-05-22,6,저축성보험,35597682
C100052,2026-05-22,6,저축성보험,30685574
C100053,2026-05-22,6,보장성보험,29612493
C100054,2026-05-22,6,보장성보험,16636027
C100055,2026-05-22,6,저축성보험,0
C100056,2026-05-22,6,보장성보험,32848901
