고객ID,기준일자,주차,상품구분,수신잔액
C100001,2026-06-05,8,정기예금,7947089
C100002,2026-06-05,8,정기예금,48697665
C100003,2026-06-05,8,적금,36568862
C100004,2026-06-05,8,적금,57991296
C100005,2026-06-05,8,입출금예금,40934363
C100006,2026-06-05,8,적금,2510251
C100007,2026-06-05,8,적금,67626910
C100008,2026-06-05,8,입출금예금,3592928
C100009,2026-06-05,8,적금,57749845
C100010,2026-06-05,8,입출금예금,9902043
C100011,2026-06-05,8,적금,69324643
C100012,2026-06-05,8,정기예금,63408585
C100013,2026-06-05,8,적금,27745770
C100014,2026-06-05,8,입출금예금,74762628
C100015,2026-06-05,8,정기예금,74715545
C100016,2026-06-05,8,적금,39577145
C100017,2026-06-05,8,입출금예금,4698934
C100018,2026-06-05,8,정기예금,77259768
C100019,2026-06-05,8,적금,72172483
C100020,2026-06-05,8,정기예금,40638337
C100021,2026-06-05,8,정기예금,37812205
C100022,2026-06-05,8,정기예금,62850356
C100023,2026-06-05,8,입출금예금,24672130
C100024,2026-06-05,8,정기예금,42081369
C100025,2026-06-05,8,입출금예금,6887308
C100026,2026-06-05,8,정기예금,64557217
C100027,2026-06-05,8,입출금예금,2020985
C100028,2026-06-05,8,정기예금,26449442
C100029,2026-06-05,8,정기예금,43270885
C100030,2026-06-05,8,정기예금,4320264
C100031,2026-06-05,8,적금,65853339
C100032,2026-06-05,8,적금,44843570
C100033,2026-06-05,8,적금,68178432
C100034,2026-06-05,8,적금,13021729
C100035,2026-06-05,8,입출금예금,55045125
C100036,2026-06-05,8,적금,63193835
C100037,2026-06-05,8,입출금예금,10996650
C100038,2026-06-05,8,정기예금,43913295
C100039,2026-06-05,8,적금,0
C100040,2026-06-05,8,적금,56217187
C100041,2026-06-05,8,입출금예금,62340358
C100042,2026-06-05,8,입출금예금,53086290
C100043,2026-06-05,8,적금,0
C100044,2026-06-05,8,정기예금,5354593
C100045,2026-06-05,8,적금,0
C100046,2026-06-05,8,적금,27969092
C100047,2026-06-05,8,적금,59070998
C100048,2026-06-05,8,입출금예금,61025463
C100049,2026-06-05,8,적금,45037544
C100050,2026-06-05,8,입출금예금,54593706
C100051,2026-06-05,8,적금,58666669
C100052,2026-06-05,8,정기예금,42702766
C100053,2026-06-05,8,입출금예금,23328110
C100054,2026-06-05,8,적금,69492658
C100055,2026-06-05,8,정기예금,35466394
C100056,2026-06-05,8,적금,25528454
C100057,2026-06-05,8,적금,46509865
C100058,2026-06-05,8,정기예금,37669416
C100059,2026-06-05,8,입출금예금,50027509
C100060,2026-06-05,8,정기예금,67435120
C100061,2026-06-05,8,정기예금,77260640
C100062,2026-06-05,8,적금,29098039
C100063,2026-06-05,8,적금,4458756
C100064,2026-06-05,8,적금,58017443
C100065,2026-06-05,8,입출금예금,48680657
C100066,2026-06-05,8,입출금예금,7091726
C100067,2026-06-05,8,정기예금,68267359
C100068,2026-06-05,8,정기예금,18638798
C100069,2026-06-05,8,적금,8274438
C100070,2026-06-05,8,적금,15295646
C100071,2026-06-05,8,입출금예금,33553779
C100072,2026-06-05,8,입출금예금,37523057
C100073,2026-06-05,8,적금,25743880
C100074,2026-06-05,8,정기예금,63139894
C100075,2026-06-05,8,입출금예금,72036757
C100076,2026-06-05,8,적금,63386552
C100077,2026-06-05,8,적금,35464794
C100078,2026-06-05,8,정기예금,54392792
C100079,2026-06-05,8,적금,26777550
C100080,2026-06-05,8,입출금예금,57115988
C100081,2026-06-05,8,입출금예금,17904818
C100082,2026-06-05,8,정기예금,36088430
C100083,2026-06-05,8,입출금예금,24249961
C100084,2026-06-05,8,적금,36583516
C100085,2026-06-05,8,적금,33425051
C100086,2026-06-05,8,입출금예금,56563576
C100087,2026-06-05,8,입출금예금,59513223
C100088,2026-06-05,8,입출금예금,27775471
C100089,2026-06-05,8,정기예금,58551874
C100090,2026-06-05,8,정기예금,57107853
C100091,2026-06-05,8,적금,0
C100092,2026-06-05,8,적금,53267344
C100093,2026-06-05,8,정기예금,13347808
C100094,2026-06-05,8,정기예금,29487901
C100095,2026-06-05,8,입출금예금,39149347
C100096,2026-06-05,8,정기예금,40577612
C100097,2026-06-05,8,입출금예금,23046472
C100098,2026-06-05,8,적금,21072030
C100099,2026-06-05,8,입출금예금,64836995
C100100,2026-06-05,8,입출금예금,75690985
C100101,2026-06-05,8,적금,37369192
C100102,2026-06-05,8,정기예금,52533746
C100103,2026-06-05,8,입출금예금,69041458
C100104,2026-06-05,8,적금,67559257
C100105,2026-06-05,8,입출금예금,39013255
C100106,2026-06-05,8,입출금예금,22055048
C100107,2026-06-05,8,입출금예금,66953875
C100108,2026-06-05,8,적금,3744400
C100109,2026-06-05,8,입출금예금,61881662
C100110,2026-06-05,8,입출금예금,26744201
C100111,2026-06-05,8,정기예금,36883568
C100112,2026-06-05,8,정기예금,31118652
C100113,2026-06-05,8,정기예금,23406042
C100114,2026-06-05,8,입출금예금,11745819
C100115,2026-06-05,8,적금,63825250
C100116,2026-06-05,8,입출금예금,40739869
C100117,2026-06-05,8,입출금예금,63455797
C100118,2026-06-05,8,정기예금,56285471
C100119,2026-06-05,8,입출금예금,42492277
C100120,2026-06-05,8,적금,42885659
C100121,2026-06-05,8,입출금예금,61997468
C100122,2026-06-05,8,입출금예금,67171762
C100123,2026-06-05,8,입출금예금,28890626
C100124,2026-06-05,8,입출금예금,34058560
C100125,2026-06-05,8,적금,22707298
C100126,2026-06-05,8,입출금예금,0
C100127,2026-06-05,8,입출금예금,81018828
C100128,2026-06-05,8,적금,39297647
