고객ID,기준일자,주차,카드구분,사용금액,사용건수
C100001,2026-06-05,8,체크카드,2579708,52
C100002,2026-06-05,8,신용카드,539766,11
C100003,2026-06-05,8,체크카드,0,0
C100004,2026-06-05,8,체크카드,0,0
C100005,2026-06-05,8,체크카드,3364486,67
C100006,2026-06-05,8,신용카드,0,0
C100007,2026-06-05,8,체크카드,3757513,75
C100008,2026-06-05,8,체크카드,415701,8
C100009,2026-06-05,8,체크카드,640268,13
C100010,2026-06-05,8,신용카드,638777,13
C100011,2026-06-05,8,신용카드,3412240,68
C100012,2026-06-05,8,체크카드,2763419,55
C100013,2026-06-05,8,신용카드,577984,12
C100014,2026-06-05,8,신용카드,0,0
C100015,2026-06-05,8,체크카드,2160272,43
C100016,2026-06-05,8,체크카드,283067,6
C100017,2026-06-05,8,체크카드,925620,19
C100018,2026-06-05,8,신용카드,792403,16
C100019,2026-06-05,8,체크카드,2388807,48
C100020,2026-06-05,8,체크카드,2810978,56
C100021,2026-06-05,8,체크카드,1181801,24
C100022,2026-06-05,8,신용카드,3281996,66
C100023,2026-06-05,8,체크카드,0,0
C100024,2026-06-05,8,신용카드,1446591,29
C100025,2026-06-05,8,체크카드,2712924,54
C100026,2026-06-05,8,신용카드,907171,18
C100027,2026-06-05,8,신용카드,1180827,24
C100028,2026-06-05,8,신용카드,918418,18
C100029,2026-06-05,8,체크카드,1545741,31
C100030,2026-06-05,8,체크카드,0,0
C100031,2026-06-05,8,신용카드,2521652,50
C100032,2026-06-05,8,체크카드,1950933,39
C100033,2026-06-05,8,체크카드,0,0
C100034,2026-06-05,8,체크카드,2882154,58
C100035,2026-06-05,8,체크카드,2724656,54
C100036,2026-06-05,8,신용카드,2562215,51
C100037,2026-06-05,8,체크카드,940761,19
C100038,2026-06-05,8,신용카드,262656,5
C100039,2026-06-05,8,체크카드,3789341,76
C100040,2026-06-05,8,체크카드,2621848,52
C100041,2026-06-05,8,체크카드,0,0
C100042,2026-06-05,8,체크카드,2529597,51
C100043,2026-06-05,8,체크카드,465695,9
C100044,2026-06-05,8,체크카드,0,0
C100045,2026-06-05,8,체크카드,2372558,47
C100046,2026-06-05,8,신용카드,0,0
C100047,2026-06-05,8,신용카드,1382118,28
C100048,2026-06-05,8,신용카드,3030999,61
C100049,2026-06-05,8,체크카드,1528012,31
C100050,2026-06-05,8,신용카드,2777603,56
C100051,2026-06-05,8,체크카드,1337794,27
C100052,2026-06-05,8,신용카드,2980569,60
C100053,2026-06-05,8,신용카드,0,0
C100054,2026-06-05,8,체크카드,97417,2
C100055,2026-06-05,8,체크카드,186286,4
C100056,2026-06-05,8,체크카드,3127841,63
C100057,2026-06-05,8,체크카드,0,0
C100058,2026-06-05,8,신용카드,3203027,64
C100059,2026-06-05,8,체크카드,0,0
C100060,2026-06-05,8,체크카드,2661845,53
C100061,2026-06-05,8,신용카드,3812773,76
C100062,2026-06-05,8,체크카드,630041,13
C100063,2026-06-05,8,체크카드,1081166,22
C100064,2026-06-05,8,체크카드,2702155,54
C100065,2026-06-05,8,체크카드,2970059,59
C100066,2026-06-05,8,체크카드,1443785,29
C100067,2026-06-05,8,신용카드,3405375,68
C100068,2026-06-05,8,체크카드,3318349,66
C100069,2026-06-05,8,신용카드,3290955,66
C100070,2026-06-05,8,체크카드,915756,18
C100071,2026-06-05,8,신용카드,319119,6
C100072,2026-06-05,8,체크카드,3111704,62
C100073,2026-06-05,8,신용카드,965073,19
C100074,2026-06-05,8,신용카드,3442248,69
C100075,2026-06-05,8,신용카드,2790504,56
C100076,2026-06-05,8,체크카드,3201398,64
C100077,2026-06-05,8,체크카드,1505013,30
C100078,2026-06-05,8,체크카드,1745838,35
C100079,2026-06-05,8,체크카드,0,0
C100080,2026-06-05,8,신용카드,2136588,43
C100081,2026-06-05,8,신용카드,1233979,25
C100082,2026-06-05,8,신용카드,400716,8
C100083,2026-06-05,8,신용카드,1120640,22
C100084,2026-06-05,8,신용카드,1915615,38
C100085,2026-06-05,8,체크카드,0,0
C100086,2026-06-05,8,체크카드,2117865,42
C100087,2026-06-05,8,신용카드,0,0
C100088,2026-06-05,8,신용카드,0,0
C100089,2026-06-05,8,체크카드,1120800,22
C100090,2026-06-05,8,신용카드,497913,10
C100091,2026-06-05,8,체크카드,3382865,68
C100092,2026-06-05,8,신용카드,3570359,71
C100093,2026-06-05,8,체크카드,780617,16
C100094,2026-06-05,8,신용카드,2676296,54
C100095,2026-06-05,8,체크카드,759003,15
C100096,2026-06-05,8,신용카드,1304004,26
C100097,2026-06-05,8,신용카드,3442054,69
C100098,2026-06-05,8,체크카드,1608119,32
C100099,2026-06-05,8,체크카드,419687,8
C100100,2026-06-05,8,체크카드,1515145,30
C100101,2026-06-05,8,체크카드,3184986,64
C100102,2026-06-05,8,신용카드,3889538,78
C100103,2026-06-05,8,체크카드,3271237,65
C100104,2026-06-05,8,신용카드,3197638,64
C100105,2026-06-05,8,체크카드,79250,2
C100106,2026-06-05,8,체크카드,69874,1
C100107,2026-06-05,8,체크카드,1226094,25
C100108,2026-06-05,8,체크카드,1437711,29
C100109,2026-06-05,8,신용카드,1912672,38
C100110,2026-06-05,8,체크카드,1218964,24
C100111,2026-06-05,8,신용카드,3566917,71
C100112,2026-06-05,8,신용카드,0,0
C100113,2026-06-05,8,신용카드,2716661,54
C100114,2026-06-05,8,체크카드,3859013,77
C100115,2026-06-05,8,체크카드,4023162,80
C100116,2026-06-05,8,신용카드,1269469,25
C100117,2026-06-05,8,신용카드,182020,4
C100118,2026-06-05,8,신용카드,507990,10
C100119,2026-06-05,8,신용카드,787555,16
C100120,2026-06-05,8,체크카드,108144,2
C100121,2026-06-05,8,체크카드,847876,17
C100122,2026-06-05,8,신용카드,411576,8
C100123,2026-06-05,8,체크카드,0,0
C100124,2026-06-05,8,체크카드,886442,18
C100125,2026-06-05,8,신용카드,918974,18
C100126,2026-06-05,8,신용카드,3396833,68
C100127,2026-06-05,8,신용카드,2114443,42
C100128,2026-06-05,8,신용카드,3864227,77
C100129,2026-06-05,8,신용카드,2734381,55
C100130,2026-06-05,8,신용카드,2795409,56
C100131,2026-06-05,8,신용카드,1947005,39
C100132,2026-06-05,8,신용카드,307296,6
C100133,2026-06-05,8,신용카드,597874,12
C100134,2026-06-05,8,체크카드,0,0
C100135,2026-06-05,8,체크카드,1538829,31
C100136,2026-06-05,8,체크카드,2594795,52
C100137,2026-06-05,8,신용카드,677951,14
C100138,2026-06-05,8,체크카드,2579007,52
C100139,2026-06-05,8,체크카드,3317954,66
C100140,2026-06-05,8,체크카드,4285956,86
C100141,2026-06-05,8,신용카드,1505173,30
C100142,2026-06-05,8,신용카드,2457107,49
C100143,2026-06-05,8,신용카드,3121214,62
