고객ID,기준일자,주차,상품구분,여신잔액
C100001,2026-06-05,8,신용대출,0
C100002,2026-06-05,8,신용대출,0
C100003,2026-06-05,8,주택담보대출,47126706
C100004,2026-06-05,8,주택담보대출,35086784
C100005,2026-06-05,8,신용대출,6130830
C100006,2026-06-05,8,전세자금대출,23727857
C100007,2026-06-05,8,전세자금대출,0
C100008,2026-06-05,8,신용대출,103181884
C100009,2026-06-05,8,주택담보대출,0
C100010,2026-06-05,8,주택담보대출,109714555
C100011,2026-06-05,8,신용대출,0
C100012,2026-06-05,8,신용대출,0
C100013,2026-06-05,8,신용대출,0
C100014,2026-06-05,8,전세자금대출,68406467
C100015,2026-06-05,8,신용대출,106040824
C100016,2026-06-05,8,주택담보대출,79758735
C100017,2026-06-05,8,주택담보대출,42473368
C100018,2026-06-05,8,주택담보대출,81331004
C100019,2026-06-05,8,전세자금대출,0
C100020,2026-06-05,8,전세자금대출,0
C100021,2026-06-05,8,신용대출,19158971
C100022,2026-06-05,8,전세자금대출,11187774
C100023,2026-06-05,8,전세자금대출,9348525
C100024,2026-06-05,8,신용대출,35658867
C100025,2026-06-05,8,신용대출,84416202
C100026,2026-06-05,8,신용대출,11103004
C100027,2026-06-05,8,전세자금대출,96030664
C100028,2026-06-05,8,전세자금대출,96899489
C100029,2026-06-05,8,전세자금대출,119100228
C100030,2026-06-05,8,전세자금대출,0
C100031,2026-06-05,8,신용대출,0
C100032,2026-06-05,8,전세자금대출,50746383
C100033,2026-06-05,8,주택담보대출,0
C100034,2026-06-05,8,전세자금대출,0
C100035,2026-06-05,8,주택담보대출,94882001
C100036,2026-06-05,8,주택담보대출,76936982
C100037,2026-06-05,8,전세자금대출,61515964
C100038,2026-06-05,8,전세자금대출,0
C100039,2026-06-05,8,주택담보대출,25646271
C100040,2026-06-05,8,신용대출,0
C100041,2026-06-05,8,신용대출,32542472
C100042,2026-06-05,8,신용대출,107891480
C100043,2026-06-05,8,신용대출,78958190
C100044,2026-06-05,8,신용대출,4911339
C100045,2026-06-05,8,신용대출,0
C100046,2026-06-05,8,신용대출,0
C100047,2026-06-05,8,전세자금대출,64424148
C100048,2026-06-05,8,주택담보대출,52550109
C100049,2026-06-05,8,신용대출,0
C100050,2026-06-05,8,신용대출,88372772
C100051,2026-06-05,8,신용대출,0
C100052,2026-06-05,8,주택담보대출,0
C100053,2026-06-05,8,신용대출,107889049
C100054,2026-06-05,8,주택담보대출,40844750
C100055,2026-06-05,8,전세자금대출,98262207
C100056,2026-06-05,8,전세자금대출,0
C100057,2026-06-05,8,전세자금대출,5890535
C100058,2026-06-05,8,주택담보대출,0
C100059,2026-06-05,8,주택담보대출,0
C100060,2026-06-05,8,주택담보대출,45108907
C100061,2026-06-05,8,신용대출,33873023
C100062,2026-06-05,8,신용대출,0
C100063,2026-06-05,8,주택담보대출,22746094
C100064,2026-06-05,8,주택담보대출,10025587
C100065,2026-06-05,8,주택담보대출,0
C100066,2026-06-05,8,신용대출,0
C100067,2026-06-05,8,신용대출,0
C100068,2026-06-05,8,신용대출,0
C100069,2026-06-05,8,주택담보대출,102058897
C100070,2026-06-05,8,주택담보대출,106217631
C100071,2026-06-05,8,전세자금대출,37729437
C100072,2026-06-05,8,전세자금대출,94162648
C100073,2026-06-05,8,전세자금대출,0
C100074,2026-06-05,8,전세자금대출,22818554
C100075,2026-06-05,8,전세자금대출,0
C100076,2026-06-05,8,신용대출,63020147
C100077,2026-06-05,8,주택담보대출,6200191
C100078,2026-06-05,8,전세자금대출,63442373
C100079,2026-06-05,8,신용대출,0
C100080,2026-06-05,8,주택담보대출,29955054
C100081,2026-06-05,8,주택담보대출,20031591
C100082,2026-06-05,8,신용대출,11237462
C100083,2026-06-05,8,전세자금대출,56817365
C100084,2026-06-05,8,전세자금대출,40175932
C100085,2026-06-05,8,주택담보대출,30003019
C100086,2026-06-05,8,신용대출,0
C100087,2026-06-05,8,주택담보대출,83769178
C100088,2026-06-05,8,주택담보대출,65466063
C100089,2026-06-05,8,신용대출,16459483
C100090,2026-06-05,8,주택담보대출,61700233
C100091,2026-06-05,8,전세자금대출,8886846
C100092,2026-06-05,8,신용대출,103203521
C100093,2026-06-05,8,주택담보대출,80020687
C100094,2026-06-05,8,주택담보대출,0
C100095,2026-06-05,8,전세자금대출,50998987
C100096,2026-06-05,8,전세자금대출,101483040
C100097,2026-06-05,8,신용대출,0
C100098,2026-06-05,8,전세자금대출,65663936
C100099,2026-06-05,8,신용대출,45275445
C100100,2026-06-05,8,신용대출,0
C100101,2026-06-05,8,전세자금대출,107745111
C100102,2026-06-05,8,신용대출,115607952
C100103,2026-06-05,8,전세자금대출,87440717
C100104,2026-06-05,8,전세자금대출,0
C100105,2026-06-05,8,전세자금대출,0
C100106,2026-06-05,8,신용대출,58802863
C100107,2026-06-05,8,주택담보대출,95789949
C100108,2026-06-05,8,신용대출,91980577
C100109,2026-06-05,8,주택담보대출,45802336
C100110,2026-06-05,8,주택담보대출,37244050
C100111,2026-06-05,8,전세자금대출,53823418
C100112,2026-06-05,8,신용대출,55666992
C100113,2026-06-05,8,신용대출,71454894
C100114,2026-06-05,8,주택담보대출,7455488
C100115,2026-06-05,8,신용대출,18307535
C100116,2026-06-05,8,주택담보대출,63948301
C100117,2026-06-05,8,전세자금대출,90990502
C100118,2026-06-05,8,신용대출,89390415
C100119,2026-06-05,8,전세자금대출,0
C100120,2026-06-05,8,신용대출,0
C100121,2026-06-05,8,주택담보대출,38192379
C100122,2026-06-05,8,신용대출,53054237
C100123,2026-06-05,8,전세자금대출,0
C100124,2026-06-05,8,신용대출,55089393
C100125,2026-06-05,8,주택담보대출,28097499
C100126,2026-06-05,8,신용대출,15016736
